"ELECTION_DATE","ELECTION_NAME","CONTEST_ID","CONTEST_NAME","PRECINCT_NUMBER","WARD","CANDIDATE","PARTY","VOTES"
"11/4/2014","D.C. Generation Election","101","REGISTERED VOTERS - TOTAL","1","6","REGISTERED VOTERS - TOTAL","","5562"
"11/4/2014","D.C. Generation Election","102","BALLOTS CAST - TOTAL","1","6","BALLOTS CAST - TOTAL","","1686"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","1","6","NATALE LINO STRACUZZI","STG","56"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","1","6","NELSON F. RIMENSNYDER","REP","129"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","1","6","ELEANOR H. NORTON","DEM","1345"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","1","6","TIMOTHY J. KREPP","IND","83"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","1","6","WRITE-IN","NON","12"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","1","6","OVER VOTES","","1"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","1","6","UNDER VOTES","","60"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","1","6","NESTOR DJONKAM","IND","10"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","1","6","MURIEL E. BOWSER","DEM","1008"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","1","6","DAVID A. CATANIA","IND","495"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","1","6","FAITH","STG","14"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","1","6","CAROL SCHWARTZ","IND","87"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","1","6","BRUCE MAJORS","LIB","24"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","1","6","WRITE-IN","NON","17"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","1","6","OVER VOTES","","2"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","1","6","UNDER VOTES","","29"
"11/4/2014","D.C. Generation Election","105","CHAIRMAN OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","KRIS HAMMOND","REP","131"
"11/4/2014","D.C. Generation Election","105","CHAIRMAN OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","KYLE WALKER","LIB","47"
"11/4/2014","D.C. Generation Election","105","CHAIRMAN OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","G. LEE AIKIN","STG","49"
"11/4/2014","D.C. Generation Election","105","CHAIRMAN OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","JOHN C. CHEEKS","IND","86"
"11/4/2014","D.C. Generation Election","105","CHAIRMAN OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","PHIL MENDELSON","DEM","1239"
"11/4/2014","D.C. Generation Election","105","CHAIRMAN OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","WRITE-IN","NON","5"
"11/4/2014","D.C. Generation Election","105","CHAIRMAN OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","OVER VOTES","","4"
"11/4/2014","D.C. Generation Election","105","CHAIRMAN OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","UNDER VOTES","","125"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","MICHAEL D. BROWN","IND","293"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","FREDERICK STEINER","LIB","50"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","ERIC J. JONES","IND","46"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","KISHAN PUTTA","IND","50"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","WENDELL FELDER","IND","69"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","EUGENE PURYEAR","STG","101"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","COURTNEY R. SNOWDEN","IND","157"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","ANITA D. BONDS","DEM","880"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","BRIAN HART","IND","50"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","ROBERT WHITE","IND","156"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","CALVIN H. GURLEY","IND","33"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","ELISSA SILVERMAN","IND","288"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","MARC MORGAN","REP","112"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","GRAYLAN SCOTT HAGLER","IND","82"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","KHALID PITTS","IND","76"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","WRITE-IN","NON","16"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","OVER VOTES","","8"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","1","6","UNDER VOTES","","905"
"11/4/2014","D.C. Generation Election","110","MEMBER OF THE COUNCIL WARD SIX","1","6","CHARLES ALLEN","DEM","1252"
"11/4/2014","D.C. Generation Election","110","MEMBER OF THE COUNCIL WARD SIX","1","6","PRANAV BADHWAR","LIB","173"
"11/4/2014","D.C. Generation Election","110","MEMBER OF THE COUNCIL WARD SIX","1","6","WRITE-IN","NON","12"
"11/4/2014","D.C. Generation Election","110","MEMBER OF THE COUNCIL WARD SIX","1","6","OVER VOTES","","0"
"11/4/2014","D.C. Generation Election","110","MEMBER OF THE COUNCIL WARD SIX","1","6","UNDER VOTES","","249"
"11/4/2014","D.C. Generation Election","111","ATTORNEY GENERAL DISTRICT OF COLUMBIA","1","6","KARL A. RACINE","DEM","553"
"11/4/2014","D.C. Generation Election","111","ATTORNEY GENERAL DISTRICT OF COLUMBIA","1","6","LATEEFAH WILLIAMS","DEM","187"
"11/4/2014","D.C. Generation Election","111","ATTORNEY GENERAL DISTRICT OF COLUMBIA","1","6","EDWARD ""SMITTY"" SMITH","DEM","264"
"11/4/2014","D.C. Generation Election","111","ATTORNEY GENERAL DISTRICT OF COLUMBIA","1","6","PAUL ZUKERBERG","DEM","229"
"11/4/2014","D.C. Generation Election","111","ATTORNEY GENERAL DISTRICT OF COLUMBIA","1","6","LORIE MASTERS","DEM","248"
"11/4/2014","D.C. Generation Election","111","ATTORNEY GENERAL DISTRICT OF COLUMBIA","1","6","WRITE-IN","NON","18"
"11/4/2014","D.C. Generation Election","111","ATTORNEY GENERAL DISTRICT OF COLUMBIA","1","6","OVER VOTES","","3"
"11/4/2014","D.C. Generation Election","111","ATTORNEY GENERAL DISTRICT OF COLUMBIA","1","6","UNDER VOTES","","184"
"11/4/2014","D.C. Generation Election","112","UNITED STATES SENATOR DISTRICT OF COLUMBIA","1","6","DAVID SCHWARTZMAN","STG","122"
"11/4/2014","D.C. Generation Election","112","UNITED STATES SENATOR DISTRICT OF COLUMBIA","1","6","PAUL STRAUSS","DEM","1143"
"11/4/2014","D.C. Generation Election","112","UNITED STATES SENATOR DISTRICT OF COLUMBIA","1","6","JOHN DANIEL","LIB","85"
"11/4/2014","D.C. Generation Election","112","UNITED STATES SENATOR DISTRICT OF COLUMBIA","1","6","GLENDA J. RICHMOND","IND","110"
"11/4/2014","D.C. Generation Election","112","UNITED STATES SENATOR DISTRICT OF COLUMBIA","1","6","WRITE-IN","NON","13"
"11/4/2014","D.C. Generation Election","112","UNITED STATES SENATOR DISTRICT OF COLUMBIA","1","6","OVER VOTES","","3"
"11/4/2014","D.C. Generation Election","112","UNITED STATES SENATOR DISTRICT OF COLUMBIA","1","6","UNDER VOTES","","210"
"11/4/2014","D.C. Generation Election","113","UNITED STATES REPRESENTATIVE DISTRICT OF COLUMBIA","1","6","FRANKLIN GARCIA","DEM","1114"
"11/4/2014","D.C. Generation Election","113","UNITED STATES REPRESENTATIVE DISTRICT OF COLUMBIA","1","6","MARTIN MOULTON","LIB","126"
"11/4/2014","D.C. Generation Election","113","UNITED STATES REPRESENTATIVE DISTRICT OF COLUMBIA","1","6","JOYCE ROBINSON-PAUL","STG","191"
"11/4/2014","D.C. Generation Election","113","UNITED STATES REPRESENTATIVE DISTRICT OF COLUMBIA","1","6","WRITE-IN","NON","13"
"11/4/2014","D.C. Generation Election","113","UNITED STATES REPRESENTATIVE DISTRICT OF COLUMBIA","1","6","OVER VOTES","","1"
"11/4/2014","D.C. Generation Election","113","UNITED STATES REPRESENTATIVE DISTRICT OF COLUMBIA","1","6","UNDER VOTES","","241"
"11/4/2014","D.C. Generation Election","117","MEMBER OF THE STATE BOARD OF EDUCATION WARD SIX","1","6","MARK NAYDAN","NON","569"
"11/4/2014","D.C. Generation Election","117","MEMBER OF THE STATE BOARD OF EDUCATION WARD SIX","1","6","JOE WEEDON","NON","555"
"11/4/2014","D.C. Generation Election","117","MEMBER OF THE STATE BOARD OF EDUCATION WARD SIX","1","6","WRITE-IN","NON","30"
"11/4/2014","D.C. Generation Election","117","MEMBER OF THE STATE BOARD OF EDUCATION WARD SIX","1","6","OVER VOTES","","1"
"11/4/2014","D.C. Generation Election","117","MEMBER OF THE STATE BOARD OF EDUCATION WARD SIX","1","6","UNDER VOTES","","531"
"11/4/2014","D.C. Generation Election","325","ADVISORY NEIGHBORHOOD COMMISSIONER 6C02","1","6","KAREN J. WIRT","NON","78"
"11/4/2014","D.C. Generation Election","325","ADVISORY NEIGHBORHOOD COMMISSIONER 6C02","1","6","WRITE-IN","NON","2"
"11/4/2014","D.C. Generation Election","325","ADVISORY NEIGHBORHOOD COMMISSIONER 6C02","1","6","OVER VOTES","","1"
"11/4/2014","D.C. Generation Election","325","ADVISORY NEIGHBORHOOD COMMISSIONER 6C02","1","6","UNDER VOTES","","45"
"11/4/2014","D.C. Generation Election","340","ADVISORY NEIGHBORHOOD COMMISSIONER 6E04","1","6","RACHELLE P. NIGRO","NON","88"
"11/4/2014","D.C. Generation Election","340","ADVISORY NEIGHBORHOOD COMMISSIONER 6E04","1","6","CLYDE H. BROWN","NON","17"
"11/4/2014","D.C. Generation Election","340","ADVISORY NEIGHBORHOOD COMMISSIONER 6E04","1","6","WRITE-IN","NON","1"
"11/4/2014","D.C. Generation Election","340","ADVISORY NEIGHBORHOOD COMMISSIONER 6E04","1","6","OVER VOTES","","0"
"11/4/2014","D.C. Generation Election","340","ADVISORY NEIGHBORHOOD COMMISSIONER 6E04","1","6","UNDER VOTES","","40"
"11/4/2014","D.C. Generation Election","341","ADVISORY NEIGHBORHOOD COMMISSIONER 6E05","1","6","MARGE MACEDA","NON","435"
"11/4/2014","D.C. Generation Election","341","ADVISORY NEIGHBORHOOD COMMISSIONER 6E05","1","6","WRITE-IN","NON","22"
"11/4/2014","D.C. Generation Election","341","ADVISORY NEIGHBORHOOD COMMISSIONER 6E05","1","6","OVER VOTES","","1"
"11/4/2014","D.C. Generation Election","341","ADVISORY NEIGHBORHOOD COMMISSIONER 6E05","1","6","UNDER VOTES","","163"
"11/4/2014","D.C. Generation Election","342","ADVISORY NEIGHBORHOOD COMMISSIONER 6E06","1","6","ALVIN JUDD, SR.","NON","61"
"11/4/2014","D.C. Generation Election","342","ADVISORY NEIGHBORHOOD COMMISSIONER 6E06","1","6","ANTONIO D. BARNES","NON","183"
"11/4/2014","D.C. Generation Election","342","ADVISORY NEIGHBORHOOD COMMISSIONER 6E06","1","6","WRITE-IN","NON","5"
"11/4/2014","D.C. Generation Election","342","ADVISORY NEIGHBORHOOD COMMISSIONER 6E06","1","6","OVER VOTES","","1"
"11/4/2014","D.C. Generation Election","342","ADVISORY NEIGHBORHOOD COMMISSIONER 6E06","1","6","UNDER VOTES","","61"
"11/4/2014","D.C. Generation Election","343","ADVISORY NEIGHBORHOOD COMMISSIONER 6E07","1","6","ALFREDA S. JUDD","NON","185"
"11/4/2014","D.C. Generation Election","343","ADVISORY NEIGHBORHOOD COMMISSIONER 6E07","1","6","ROSEMARY A. SEGERO","NON","132"
"11/4/2014","D.C. Generation Election","343","ADVISORY NEIGHBORHOOD COMMISSIONER 6E07","1","6","WRITE-IN","NON","14"
"11/4/2014","D.C. Generation Election","343","ADVISORY NEIGHBORHOOD COMMISSIONER 6E07","1","6","OVER VOTES","","1"
"11/4/2014","D.C. Generation Election","343","ADVISORY NEIGHBORHOOD COMMISSIONER 6E07","1","6","UNDER VOTES","","150"
"11/4/2014","D.C. Generation Election","414","INITIATIVE #71 LEGALIZATION MARIJUANA","1","6","FOR INITIATIVE 71","NON","1119"
"11/4/2014","D.C. Generation Election","414","INITIATIVE #71 LEGALIZATION MARIJUANA","1","6","AGAINST INITIATIVE 71","NON","371"
"11/4/2014","D.C. Generation Election","414","INITIATIVE #71 LEGALIZATION MARIJUANA","1","6","OVER VOTES","","0"
"11/4/2014","D.C. Generation Election","414","INITIATIVE #71 LEGALIZATION MARIJUANA","1","6","UNDER VOTES","","196"
"11/4/2014","D.C. Generation Election","101","REGISTERED VOTERS - TOTAL","2","2","REGISTERED VOTERS - TOTAL","","1350"
"11/4/2014","D.C. Generation Election","102","BALLOTS CAST - TOTAL","2","2","BALLOTS CAST - TOTAL","","320"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","2","2","NATALE LINO STRACUZZI","STG","14"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","2","2","NELSON F. RIMENSNYDER","REP","51"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","2","2","ELEANOR H. NORTON","DEM","215"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","2","2","TIMOTHY J. KREPP","IND","21"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","2","2","WRITE-IN","NON","4"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","2","2","OVER VOTES","","1"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","2","2","UNDER VOTES","","14"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","2","2","NESTOR DJONKAM","IND","2"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","2","2","MURIEL E. BOWSER","DEM","185"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","2","2","DAVID A. CATANIA","IND","65"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","2","2","FAITH","STG","8"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","2","2","CAROL SCHWARTZ","IND","21"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","2","2","BRUCE MAJORS","LIB","23"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","2","2","WRITE-IN","NON","4"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","2","2","OVER VOTES","","1"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","2","2","UNDER VOTES","","11"
"11/4/2014","D.C. Generation Election","105","CHAIRMAN OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","KRIS HAMMOND","REP","45"
"11/4/2014","D.C. Generation Election","105","CHAIRMAN OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","KYLE WALKER","LIB","19"
"11/4/2014","D.C. Generation Election","105","CHAIRMAN OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","G. LEE AIKIN","STG","15"
"11/4/2014","D.C. Generation Election","105","CHAIRMAN OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","JOHN C. CHEEKS","IND","15"
"11/4/2014","D.C. Generation Election","105","CHAIRMAN OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","PHIL MENDELSON","DEM","205"
"11/4/2014","D.C. Generation Election","105","CHAIRMAN OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","WRITE-IN","NON","2"
"11/4/2014","D.C. Generation Election","105","CHAIRMAN OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","OVER VOTES","","0"
"11/4/2014","D.C. Generation Election","105","CHAIRMAN OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","UNDER VOTES","","19"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","MICHAEL D. BROWN","IND","37"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","FREDERICK STEINER","LIB","38"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","ERIC J. JONES","IND","9"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","KISHAN PUTTA","IND","10"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","WENDELL FELDER","IND","8"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","EUGENE PURYEAR","STG","36"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","COURTNEY R. SNOWDEN","IND","23"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","ANITA D. BONDS","DEM","162"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","BRIAN HART","IND","17"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","ROBERT WHITE","IND","22"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","CALVIN H. GURLEY","IND","4"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","ELISSA SILVERMAN","IND","50"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","MARC MORGAN","REP","45"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","GRAYLAN SCOTT HAGLER","IND","8"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","KHALID PITTS","IND","19"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","WRITE-IN","NON","6"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","OVER VOTES","","0"
"11/4/2014","D.C. Generation Election","106","AT - LARGE MEMBER OF THE COUNCIL DISTRICT OF COLUMBIA","2","2","UNDER VOTES","","146"
"11/4/2014","D.C. Generation Election","111","ATTORNEY GENERAL DISTRICT OF COLUMBIA","2","2","KARL A. RACINE","DEM","60"
"11/4/2014","D.C. Generation Election","111","ATTORNEY GENERAL DISTRICT OF COLUMBIA","2","2","LATEEFAH WILLIAMS","DEM","40"
"11/4/2014","D.C. Generation Election","111","ATTORNEY GENERAL DISTRICT OF COLUMBIA","2","2","EDWARD ""SMITTY"" SMITH","DEM","61"
"11/4/2014","D.C. Generation Election","111","ATTORNEY GENERAL DISTRICT OF COLUMBIA","2","2","PAUL ZUKERBERG","DEM","53"
"11/4/2014","D.C. Generation Election","111","ATTORNEY GENERAL DISTRICT OF COLUMBIA","2","2","LORIE MASTERS","DEM","66"
"11/4/2014","D.C. Generation Election","111","ATTORNEY GENERAL DISTRICT OF COLUMBIA","2","2","WRITE-IN","NON","6"
"11/4/2014","D.C. Generation Election","111","ATTORNEY GENERAL DISTRICT OF COLUMBIA","2","2","OVER VOTES","","0"
"11/4/2014","D.C. Generation Election","111","ATTORNEY GENERAL DISTRICT OF COLUMBIA","2","2","UNDER VOTES","","34"
"11/4/2014","D.C. Generation Election","112","UNITED STATES SENATOR DISTRICT OF COLUMBIA","2","2","DAVID SCHWARTZMAN","STG","36"
"11/4/2014","D.C. Generation Election","112","UNITED STATES SENATOR DISTRICT OF COLUMBIA","2","2","PAUL STRAUSS","DEM","194"
"11/4/2014","D.C. Generation Election","112","UNITED STATES SENATOR DISTRICT OF COLUMBIA","2","2","JOHN DANIEL","LIB","42"
"11/4/2014","D.C. Generation Election","112","UNITED STATES SENATOR DISTRICT OF COLUMBIA","2","2","GLENDA J. RICHMOND","IND","22"
"11/4/2014","D.C. Generation Election","112","UNITED STATES SENATOR DISTRICT OF COLUMBIA","2","2","WRITE-IN","NON","2"
"11/4/2014","D.C. Generation Election","112","UNITED STATES SENATOR DISTRICT OF COLUMBIA","2","2","OVER VOTES","","0"
"11/4/2014","D.C. Generation Election","112","UNITED STATES SENATOR DISTRICT OF COLUMBIA","2","2","UNDER VOTES","","24"
"11/4/2014","D.C. Generation Election","113","UNITED STATES REPRESENTATIVE DISTRICT OF COLUMBIA","2","2","FRANKLIN GARCIA","DEM","214"
"11/4/2014","D.C. Generation Election","113","UNITED STATES REPRESENTATIVE DISTRICT OF COLUMBIA","2","2","MARTIN MOULTON","LIB","48"
"11/4/2014","D.C. Generation Election","113","UNITED STATES REPRESENTATIVE DISTRICT OF COLUMBIA","2","2","JOYCE ROBINSON-PAUL","STG","29"
"11/4/2014","D.C. Generation Election","113","UNITED STATES REPRESENTATIVE DISTRICT OF COLUMBIA","2","2","WRITE-IN","NON","1"
"11/4/2014","D.C. Generation Election","113","UNITED STATES REPRESENTATIVE DISTRICT OF COLUMBIA","2","2","OVER VOTES","","0"
"11/4/2014","D.C. Generation Election","113","UNITED STATES REPRESENTATIVE DISTRICT OF COLUMBIA","2","2","UNDER VOTES","","28"
"11/4/2014","D.C. Generation Election","155","ADVISORY NEIGHBORHOOD COMMISSIONER 2A01","2","2","PATRICK KENNEDY","NON","83"
"11/4/2014","D.C. Generation Election","155","ADVISORY NEIGHBORHOOD COMMISSIONER 2A01","2","2","WRITE-IN","NON","7"
"11/4/2014","D.C. Generation Election","155","ADVISORY NEIGHBORHOOD COMMISSIONER 2A01","2","2","OVER VOTES","","0"
"11/4/2014","D.C. Generation Election","155","ADVISORY NEIGHBORHOOD COMMISSIONER 2A01","2","2","UNDER VOTES","","16"
"11/4/2014","D.C. Generation Election","160","ADVISORY NEIGHBORHOOD COMMISSIONER 2A06","2","2","FLORENCE E. HARMON","NON","1"
"11/4/2014","D.C. Generation Election","160","ADVISORY NEIGHBORHOOD COMMISSIONER 2A06","2","2","WRITE-IN","NON","0"
"11/4/2014","D.C. Generation Election","160","ADVISORY NEIGHBORHOOD COMMISSIONER 2A06","2","2","OVER VOTES","","0"
"11/4/2014","D.C. Generation Election","160","ADVISORY NEIGHBORHOOD COMMISSIONER 2A06","2","2","UNDER VOTES","","1"
"11/4/2014","D.C. Generation Election","161","ADVISORY NEIGHBORHOOD COMMISSIONER 2A07","2","2","JACKSON CARNES","NON","93"
"11/4/2014","D.C. Generation Election","161","ADVISORY NEIGHBORHOOD COMMISSIONER 2A07","2","2","WRITE-IN","NON","9"
"11/4/2014","D.C. Generation Election","161","ADVISORY NEIGHBORHOOD COMMISSIONER 2A07","2","2","OVER VOTES","","0"
"11/4/2014","D.C. Generation Election","161","ADVISORY NEIGHBORHOOD COMMISSIONER 2A07","2","2","UNDER VOTES","","24"
"11/4/2014","D.C. Generation Election","162","ADVISORY NEIGHBORHOOD COMMISSIONER 2A08","2","2","NO CANDIDATE FILED","","0"
"11/4/2014","D.C. Generation Election","162","ADVISORY NEIGHBORHOOD COMMISSIONER 2A08","2","2","WRITE-IN","NON","27"
"11/4/2014","D.C. Generation Election","162","ADVISORY NEIGHBORHOOD COMMISSIONER 2A08","2","2","OVER VOTES","","0"
"11/4/2014","D.C. Generation Election","162","ADVISORY NEIGHBORHOOD COMMISSIONER 2A08","2","2","UNDER VOTES","","59"
"11/4/2014","D.C. Generation Election","414","INITIATIVE #71 LEGALIZATION MARIJUANA","2","2","FOR INITIATIVE 71","NON","267"
"11/4/2014","D.C. Generation Election","414","INITIATIVE #71 LEGALIZATION MARIJUANA","2","2","AGAINST INITIATIVE 71","NON","51"
"11/4/2014","D.C. Generation Election","414","INITIATIVE #71 LEGALIZATION MARIJUANA","2","2","OVER VOTES","","0"
"11/4/2014","D.C. Generation Election","414","INITIATIVE #71 LEGALIZATION MARIJUANA","2","2","UNDER VOTES","","2"
"11/4/2014","D.C. Generation Election","101","REGISTERED VOTERS - TOTAL","3","2","REGISTERED VOTERS - TOTAL","","2397"
"11/4/2014","D.C. Generation Election","102","BALLOTS CAST - TOTAL","3","2","BALLOTS CAST - TOTAL","","972"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","3","2","NATALE LINO STRACUZZI","STG","35"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","3","2","NELSON F. RIMENSNYDER","REP","135"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","3","2","ELEANOR H. NORTON","DEM","701"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","3","2","TIMOTHY J. KREPP","IND","49"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","3","2","WRITE-IN","NON","9"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","3","2","OVER VOTES","","1"
"11/4/2014","D.C. Generation Election","103","DELEGATE U.S. HOUSE OF REPRESENTATIVES","3","2","UNDER VOTES","","42"
"11/4/2014","D.C. Generation Election","104","MAYOR OF THE DISTRICT OF COLUMBIA","3","2","NESTOR DJONKAM","IND","1"
