contest_name,smd_anc_votes,explicit_candidates,ward_ballots,over_votes,under_votes,ward_anc_votes,anc,smd,year,ward,winner,winner_votes,write_in_votes,smd_ballots
1B08,595,1,30636,0,143,30594,B,8,2018,1,Joshua R. Mater,581,14,738
1B09,677,1,30636,0,136,30594,B,9,2018,1,James A. Turner,642,35,813
1B10,322,1,30636,0,42,30594,B,10,2018,1,Danny Delaney,298,24,364
1B11,638,1,30636,0,110,30594,B,11,2018,1,Robb Hudson,556,82,748
1B12,868,1,30636,1,176,30594,B,12,2018,1,Dan Winston,847,21,1045
1C01,832,1,30636,0,211,30594,C,1,2018,1,Amir Irani,808,24,1043
1C02,880,2,30636,0,235,30594,C,2,2018,1,Bridget Pooley,502,17,1115
1C03,742,1,30636,1,178,30594,C,3,2018,1,Ted Guthrie,711,31,921
1C04,779,1,30636,1,226,30594,C,4,2018,1,Douglas Ely,747,32,1006
1C05,823,1,30636,0,169,30594,C,5,2018,1,Damiana Dendy,780,43,992
1C06,859,2,30636,1,152,30594,C,6,2018,1,Michaela Wright,726,15,1012
1C07,831,2,30636,0,141,30594,C,7,2018,1,Japer Bowles,485,14,972
1C08,794,1,30636,0,140,30594,C,8,2018,1,Amanda Fox Perry,765,29,934
1D01,792,1,30636,0,181,30594,D,1,2018,1,Jon Stewart,754,38,973
1D02,429,1,30636,0,100,30594,D,2,2018,1,Robin Sandenburgh,416,13,529
1D03,988,2,30636,0,87,30594,D,3,2018,1,Jack McKay,564,7,1075
1D04,565,2,30636,0,212,30594,D,4,2018,1,Yasmin Romero-Latin,389,17,777
1D05,804,2,30636,0,172,30594,D,5,2018,1,Chelsea A. Allinger,443,21,976
2A01,104,1,23060,0,19,23002,A,1,2018,2,Patrick Kennedy,98,6,123
2A02,505,1,23060,0,109,23002,A,2,2018,2,Nicole Goldin,490,15,614
2A03,397,1,23060,0,99,23002,A,3,2018,2,Trupti J. Patel,367,30,496
2A04,570,2,23060,0,19,23002,A,4,2018,2,William K Smith,342,2,589
2A05,229,1,23060,1,43,23002,A,5,2018,2,Philip J. Schrefer,210,19,273
2A06,394,1,23060,0,71,23002,A,6,2018,2,Jeri Epstein,381,13,465
2A07,132,1,23060,0,24,23002,A,7,2018,2,Detrick D Campbell,126,6,156
2A08,21,1,23060,0,88,23002,A,8,2018,2,WRITE-IN,21,21,109
2B01,629,1,23060,0,148,23002,B,1,2018,2,Matthew H Sampson,595,34,777
2B02,539,1,23060,0,95,23002,B,2,2018,2,Daniel Warwick,513,26,634
2B03,569,2,23060,0,186,23002,B,3,2018,2,Lucky Barbieri,283,24,755
2B04,904,2,23060,0,108,23002,B,4,2018,2,Aaron Landry,578,12,1012
2B05,656,1,23060,0,110,23002,B,5,2018,2,Randy D Downs,621,35,766
2B06,598,1,23060,0,117,23002,B,6,2018,2,Mike Silverstein,574,24,715
2B07,728,1,23060,0,143,23002,B,7,2018,2,Kari Cunningham,692,36,871
2B08,809,1,23060,0,138,23002,B,8,2018,2,Beverly Schwartz,759,50,947
2B09,882,1,23060,1,121,23002,B,9,2018,2,Ed Hanlon,557,325,1004
2C01,515,2,23060,0,146,23002,C,1,2018,2,Michael D. Shankle,324,14,661
2C02,520,1,23060,0,116,23002,C,2,2018,2,Jamaal T. Burton,502,18,636
2C03,449,1,23060,0,96,23002,C,3,2018,2,Kevin Wilsey,425,24,545
2D01,466,1,23060,0,95,23002,D,1,2018,2,David R. Bender,441,25,561
2D02,458,2,23060,0,71,23002,D,2,2018,2,Jeff Nestler,257,16,529
20,586,2,23060,0,12,23002,E,1,2018,2,Kishan Putta,397,5,598
200,429,1,23060,0,80,23002,E,2,2018,2,Joe Gibbons,401,28,509
2000,396,1,23060,0,61,23002,E,3,2018,2,Rick Murphy,373,23,457
20000,4,1,23060,0,0,23002,E,4,2018,2,Anna Landre,4,0,4
200000,292,1,23060,0,40,23002,E,5,2018,2,Lisa Palmer,282,10,332
2000000,638,2,23060,0,37,23002,E,6,2018,2,Gwendolyn Lohse,419,4,675
20000000,632,1,23060,0,124,23002,E,7,2018,2,Elizabeth H. Miller,597,35,756
200000000,25,1,23060,0,117,23002,E,8,2018,2,WRITE-IN,25,25,142
2F01,719,1,23060,0,151,23002,F,1,2018,2,Jason Forman,687,32,870
2F02,696,1,23060,0,140,23002,F,2,2018,2,John Guggenmos,674,22,836
2F03,722,1,23060,0,170,23002,F,3,2018,2,Tom Alexander,697,25,892
2F04,730,1,23060,0,148,23002,F,4,2018,2,John Fanning,707,23,878
2F05,592,1,23060,1,163,23002,F,5,2018,2,Ron Rubin,571,21,756
2F06,761,1,23060,1,125,23002,F,6,2018,2,Ian Simon,725,36,887
2F07,488,1,23060,1,117,23002,F,7,2018,2,Kevin J Sylvester,464,24,606
2F08,454,2,23060,0,111,23002,F,8,2018,2,Janice Ferebee,296,10,565
3B01,625,1,32312,0,147,32250,B,1,2018,3,Ann Lane Mladinov,600,25,772
3B02,535,1,32312,0,96,32250,B,2,2018,3,Jackie Blumenthal,514,21,631
3B03,731,1,32312,0,122,32250,B,3,2018,3,Melissa Lane,713,18,853
3B04,901,1,32312,0,199,32250,B,4,2018,3,Mary C. Young,883,18,1100
3B05,631,1,32312,0,107,32250,B,5,2018,3,Brian G. Turmail,609,22,738
3C01,789,2,32312,0,177,32250,C,1,2018,3,Lee Brian Reba,445,18,966
3C02,925,1,32312,0,216,32250,C,2,2018,3,Jason Fink,894,31,1141
3C03,799,1,32312,1,256,32250,C,3,2018,3,Jimmy Dubois,769,30,1056
3C04,704,1,32312,0,156,32250,C,4,2018,3,Beau Finley,687,17,860
3C05,1010,1,32312,0,171,32250,C,5,2018,3,Emma Hersh,964,46,1181
3C06,779,1,32312,0,88,32250,C,6,2018,3,Angela Bradbery,645,134,867
3C07,618,1,32312,0,137,32250,C,7,2018,3,Maureen Kinlan Boucher,593,25,755
3C08,620,2,32312,2,154,32250,C,8,2018,3,Victoria Gersten,474,11,776
3C09,760,1,32312,0,151,32250,C,9,2018,3,Nancy J. MacWood,720,40,911
3D01,677,1,32312,1,162,32250,D,1,2018,3,Chuck Elkins,659,18,840
3D02,359,1,32312,1,67,32250,D,2,2018,3,Troy Kravitz,332,27,427
3D03,484,1,32312,0,213,32250,D,3,2018,3,Paige Ela,454,30,697
3D04,709,1,32312,0,136,32250,D,4,2018,3,Michael Sriqui,659,50,845
3D05,783,2,32312,1,41,32250,D,5,2018,3,Alan Karnofsky,490,6,825
3D06,134,1,32312,0,416,32250,D,6,2018,3,WRITE-IN,134,134,550
3D07,61,1,32312,0,9,32250,D,7,2018,3,Taylor Berlin,61,0,70
3D08,497,1,32312,0,142,32250,D,8,2018,3,Christine Warnke,484,13,639
3D09,567,1,32312,0,160,32250,D,9,2018,3,J.P. Szymkowicz,521,46,727
3D10,31,1,32312,0,174,32250,D,10,2018,3,WRITE-IN,31,31,205
30,778,1,32312,1,232,32250,E,1,2018,3,Greg Ehrhardt,717,61,1011
300,779,2,32312,1,134,32250,E,2,2018,3,Amy B. Hall,440,11,914
3000,778,1,32312,1,136,32250,E,3,2018,3,Jonathan Bender,729,49,915
30000,815,1,32312,0,166,32250,E,4,2018,3,Tom Quinn,775,40,981
300000,585,1,32312,0,119,32250,E,5,2018,3,Jonathan McHugh,552,33,704
3F01,687,1,32312,0,181,32250,F,1,2018,3,David Dickinson,657,30,868
3F02,813,2,32312,1,100,32250,F,2,2018,3,Carolinn A Kuebler,643,6,914
3F03,786,1,32312,0,161,32250,F,3,2018,3,Naomi Rutenberg,762,24,947
3F04,134,1,32312,0,694,32250,F,4,2018,3,WRITE-IN,134,134,828
3F05,666,1,32312,0,185,32250,F,5,2018,3,Andrea Molod,651,15,851
3F06,739,2,32312,0,174,32250,F,6,2018,3,Monika Nemeth,415,14,913
3F07,802,1,32312,0,177,32250,F,7,2018,3,Patrick Jakopchek,773,29,979
3G01,764,1,NA,0,186,NA,G,1,2018,3,Abraham Clayman,725,39,950
3G02,706,1,NA,1,239,NA,G,2,2018,3,Chanda Tuck-Garfield,665,41,946
3G03,853,1,NA,0,168,NA,G,3,2018,3,Randy Speck,822,31,1021
3G04,838,1,NA,0,184,NA,G,4,2018,3,Rebecca Maydak,797,41,1022
3G05,827,2,32312,0,147,32250,G,5,2018,3,Jerry Malitz,449,17,974
3G06,753,1,32312,0,194,32250,G,6,2018,3,Dan Bradfield,726,27,947
3G07,698,1,32312,0,187,32250,G,7,2018,3,Chris Fromboluti,678,20,885
4A01,920,2,31804,0,97,31791,A,1,2018,4,Phyllis Green,542,19,1017
4A02,1092,2,31804,0,58,31791,A,2,2018,4,Stacey Lincoln,613,7,1150
4A03,566,1,31804,0,88,31791,A,3,2018,4,"Stephen A. ""Steve"" Whatley",536,30,654
4A04,729,2,31804,1,70,31791,A,4,2018,4,Patience R. Singleton,463,10,800
4A05,369,1,31804,0,78,31791,A,5,2018,4,Deborah Pope,342,27,447
4A06,307,1,31804,0,78,31791,A,6,2018,4,Candace Tiana Nelson,297,10,385
4A07,154,1,31804,0,510,31791,A,7,2018,4,WRITE-IN,154,154,664
4A08,1021,1,31804,1,131,31791,A,8,2018,4,Gale Black,977,44,1153
4B01,938,2,31804,0,114,31791,B,1,2018,4,Evan Yeats,506,17,1052
4B02,815,2,31804,0,90,31791,B,2,2018,4,Erin Palmer,601,23,905
4B03,812,1,31804,0,128,31791,B,3,2018,4,Scot Knickerbocker,770,42,940
4B04,856,1,31804,0,104,31791,B,4,2018,4,Brenda Parks,819,37,960
4B05,113,1,31804,0,528,31791,B,5,2018,4,WRITE-IN,113,113,641
4B06,814,1,31804,0,157,31791,B,6,2018,4,Natalee S. Snider,642,172,971
4B07,1206,3,31804,0,95,31791,B,7,2018,4,Geoff Bromaghim,528,15,1301
4B08,863,2,31804,0,87,31791,B,8,2018,4,Alison Brooks,657,26,950
4B09,1018,2,31804,1,33,31791,B,9,2018,4,La Roya A. Huff,515,6,1052
4C01,653,2,31804,0,59,31791,C,1,2018,4,Charlotte Nugent,495,16,712
4C02,817,1,31804,0,158,31791,C,2,2018,4,Maria Barry,761,56,975
4C03,684,2,31804,1,134,31791,C,3,2018,4,Ulysses E. Campbell,399,21,819
4C04,160,1,31804,0,397,31791,C,4,2018,4,WRITE-IN,160,160,557
4C05,543,2,31804,0,135,31791,C,5,2018,4,Debbie Matties,344,15,678
4C06,850,1,31804,3,198,31791,C,6,2018,4,Bennett Hilley,801,49,1051
4C07,801,2,31804,0,132,31791,C,7,2018,4,Kim Varzi,651,27,933
4C08,890,1,31804,0,123,31791,C,8,2018,4,WRITE-IN,450,450,1013
4C09,757,2,31804,1,84,31791,C,9,2018,4,Tearsa Coates,472,22,842
4C10,779,1,31804,0,139,31791,C,10,2018,4,Jonah Goodman,700,79,918
4D01,480,1,31804,0,121,31791,D,1,2018,4,Peter Tabor,462,18,601
4D02,751,1,31804,0,72,31791,D,2,2018,4,Renee L. Bowser,733,18,823
4D03,764,1,31804,0,163,31791,D,3,2018,4,Aaron Polkey,734,30,927
4D04,605,1,31804,0,103,31791,D,4,2018,4,Jamie Barden,587,18,708
4D05,545,1,31804,0,109,31791,D,5,2018,4,Krystal Branton,521,24,654
4D06,659,1,31804,0,127,31791,D,6,2018,4,Jonathan Nobil,623,36,786
5A01,933,2,30770,1,98,30761,A,1,2018,5,Frank Wilds,632,19,1032
5A02,855,1,30770,0,95,30761,A,2,2018,5,Grace J. Lewis,782,73,950
5A03,906,2,30770,0,122,30761,A,3,2018,5,Emily Singer Lucio,443,33,1028
5A04,3,1,30770,0,15,30761,A,4,2018,5,WRITE-IN,3,3,18
5A05,323,2,30770,0,40,30761,A,5,2018,5,Ronnie Edwards,167,2,363
5A06,610,1,30770,0,112,30761,A,6,2018,5,A. Jamaal Lampkin,567,43,722
5A07,361,1,30770,1,65,30761,A,7,2018,5,"Sandra ""Sandi"" Washington",348,13,427
5A08,983,1,30770,0,106,30761,A,8,2018,5,Gordon - Andrew Fletcher,934,49,1089
5B01,967,1,30770,0,89,30761,B,1,2018,5,Gayle Carley,927,40,1056
5B02,859,1,30770,1,146,30761,B,2,2018,5,Ursula Higgins,800,59,1006
5B03,910,1,30770,0,177,30761,B,3,2018,5,Henri Makembe,846,64,1087
5B04,883,1,30770,0,158,30761,B,4,2018,5,Ra Amin,843,40,1041
5B05,871,2,30770,0,152,30761,B,5,2018,5,Landon Jones,429,28,1023
5C01,798,3,30770,0,93,30761,C,1,2018,5,Gail A. Brevard,454,25,891
5C02,675,2,30770,0,73,30761,C,2,2018,5,Lauren Rogers,449,15,748
5C03,1064,1,30770,1,134,30761,C,3,2018,5,Robert Looper III,1031,33,1199
5C04,653,1,30770,0,85,30761,C,4,2018,5,Jacqueline Manning,618,35,738
5C05,657,1,30770,0,106,30761,C,5,2018,5,Darlene Oliver,629,28,763
5C06,553,3,30770,0,62,30761,C,6,2018,5,Kirsten Williams,207,7,615
5C07,778,2,30770,0,99,30761,C,7,2018,5,Jeremiah Montague Jr,571,17,877
5D01,519,2,30770,1,58,30761,D,1,2018,5,Ryan Linehan,320,8,578
5D02,623,1,30770,1,95,30761,D,2,2018,5,Keisha L. Shropshire,593,30,719
5D03,601,1,30770,0,115,30761,D,3,2018,5,Steven Motley,558,43,716
5D04,437,1,30770,0,60,30761,D,4,2018,5,Bernice S Blacknell,424,13,497
5D05,426,2,30770,0,48,30761,D,5,2018,5,Sydelle Moore,299,11,474
5D06,867,2,30770,0,173,30761,D,6,2018,5,Jason E. Burkett,423,36,1040
5D07,644,1,30770,0,104,30761,D,7,2018,5,Clarence Lee,619,25,748
50,310,1,30770,0,531,30761,E,1,2018,5,WRITE-IN,310,310,841
500,377,1,30770,0,70,30761,E,2,2018,5,Patricia L. Williams,360,17,447
5000,1243,2,30770,1,238,30761,E,3,2018,5,Cortney Segmen,853,68,1482
50000,940,4,30770,1,83,30761,E,4,2018,5,Sylvia M. Pinkney,496,9,1024
500000,861,2,30770,0,108,30761,E,5,2018,5,Bradley Ashton Thomas,427,11,969
5000000,721,2,30770,0,111,30761,E,6,2018,5,Karla M. Lewis,374,12,832
50000000,831,1,30770,0,168,30761,E,7,2018,5,Bertha G. Holliday,778,53,999
500000000,739,1,30770,0,189,30761,E,8,2018,5,Robert Vinson Brannum,686,53,928
5000000000,740,4,30770,1,88,30761,E,9,2018,5,C. Dianne Barnes,360,13,829
50000000000,853,1,30770,0,112,30761,E,10,2018,5,Nancy Darlene Jones,714,139,965
6A01,874,1,41256,1,147,41223,A,1,2018,6,Marie-Claire Brown,838,36,1022
6A02,845,1,41256,0,133,41223,A,2,2018,6,Phil Toomajian,801,44,978
6A03,974,2,41256,0,141,41223,A,3,2018,6,Mike Soderman,536,20,1115
6A04,985,1,41256,0,145,41223,A,4,2018,6,Amber Gove,948,37,1130
6A05,1007,2,41256,0,135,41223,A,5,2018,6,Ruth Ann Hudson,548,13,1142
6A06,849,2,41256,1,147,41223,A,6,2018,6,Stephanie Zimny,655,24,997
6A07,659,1,41256,0,91,41223,A,7,2018,6,Sondra Phillips-Gilbert,614,45,750
6A08,888,1,41256,1,168,41223,A,8,2018,6,Brian Alcorn,848,40,1057
6B01,661,1,41256,0,131,41223,B,1,2018,6,Jennifer E. Samolyk,625,36,792
6B02,837,1,41256,0,245,41223,B,2,2018,6,Gerald Sroufe,804,33,1082
6B03,908,1,41256,0,165,41223,B,3,2018,6,Brian Ready,866,42,1073
6B04,718,1,41256,0,106,41223,B,4,2018,6,Kirsten Oldenburg,682,36,824
6B05,872,2,41256,0,154,41223,B,5,2018,6,Steve Holtzman,655,17,1026
6B06,921,1,41256,0,184,41223,B,6,2018,6,Corey Holman,891,30,1105
6B07,664,1,41256,0,123,41223,B,7,2018,6,Kelly Waud,639,25,787
6B08,833,1,41256,1,193,41223,B,8,2018,6,Chander Jayaraman,790,43,1027
6B09,1054,1,41256,0,163,41223,B,9,2018,6,Kasie Clark,1006,48,1217
6B10,899,1,41256,0,146,41223,B,10,2018,6,Kathryn Denise Rucker Krepp,857,42,1045
6C01,704,1,41256,0,124,41223,C,1,2018,6,Christine Healey,679,25,828
6C02,364,1,41256,0,87,41223,C,2,2018,6,Karen Wirt,344,20,451
6C03,890,1,41256,0,225,41223,C,3,2018,6,Jay Adelstein,847,43,1115
6C04,960,1,41256,0,214,41223,C,4,2018,6,Mark Eckenwiler,895,65,1174
6C05,1153,2,41256,0,313,41223,C,5,2018,6,Joel Kelty,574,43,1466
6C06,1961,1,41256,0,423,41223,C,6,2018,6,Robb Dooling,1868,93,2384
6D01,1152,1,41256,1,199,41223,D,1,2018,6,Gail Fast,1080,72,1352
6D02,1369,2,41256,0,196,41223,D,2,2018,6,Anna Forgie,1046,46,1565
6D03,639,1,41256,0,142,41223,D,3,2018,6,Ron Collins,594,45,781
6D04,1071,1,NA,1,176,NA,D,4,2018,6,Andy Litsky,1019,52,1248
6D05,1016,2,41256,1,163,41223,D,5,2018,6,Anthony Dale,553,26,1180
6D06,745,1,41256,0,103,41223,D,6,2018,6,Rhonda Natalie Hamilton,705,40,848
6D07,1739,3,41256,1,368,41223,D,7,2018,6,Edward Daniels,847,86,2108
60,1047,2,41256,0,167,41223,E,1,2018,6,"Alexander M. ""Alex"" Padro",631,16,1214
600,881,2,41256,2,171,41223,E,2,2018,6,Michael J. Brown,423,45,1054
6000,541,1,41256,2,80,41223,E,3,2018,6,Frank Wiggins,504,37,623
60000,857,1,41256,0,232,41223,E,4,2018,6,David Jaffe,646,211,1089
600000,1327,1,41256,0,191,41223,E,5,2018,6,Alex Marriott,1263,64,1518
6000000,196,1,41256,0,41,41223,E,6,2018,6,Alvin Judd SR,184,12,237
60000000,691,1,41256,1,128,41223,E,7,2018,6,Kevin M. Rogers,624,67,820
7B01,589,1,23323,0,128,23323,B,1,2018,7,Patricia Howard-Chittams,554,35,717
7B02,663,1,23323,0,83,23323,B,2,2018,7,Tiffany L. Brown,638,25,746
7B03,82,1,23323,0,565,23323,B,3,2018,7,WRITE-IN,82,82,647
7B04,979,2,23323,1,103,23323,B,4,2018,7,Nicole Smith-McDermott,524,34,1083
7B05,708,2,23323,0,38,23323,B,5,2018,7,"Villareal ""VJ"" Johnson",359,9,746
7B06,865,2,23323,1,86,23323,B,6,2018,7,April Pradier,326,220,952
7B07,927,2,23323,1,113,23323,B,7,2018,7,D.L. Humphrey,524,36,1041
7C01,494,2,23323,0,71,23323,C,1,2018,7,Patricia Malloy,297,18,565
7C02,552,2,23323,0,93,23323,C,2,2018,7,Lawrence Bryant Davin,330,21,645
7C03,508,1,23323,0,83,23323,C,3,2018,7,Catherine A. Woods,480,28,591
7C04,669,1,23323,0,97,23323,C,4,2018,7,Anthony Lorenzo Green,635,34,766
7C05,580,1,23323,1,103,23323,C,5,2018,7,Mary L. Gaffney,542,38,684
7C06,93,1,23323,0,487,23323,C,6,2018,7,WRITE-IN,93,93,580
7C07,541,2,23323,0,45,23323,C,7,2018,7,Antawan Holmes,373,7,586
7D01,855,3,23323,1,32,23323,D,1,2018,7,Tamara Blair,483,5,888
7D02,562,1,23323,0,160,23323,D,2,2018,7,Siraaj Hasan,533,29,722
7D03,325,3,23323,0,32,23323,D,3,2018,7,Dorothy Douglas,219,6,357
7D04,886,2,23323,2,27,23323,D,4,2018,7,Cinque E. Culver,499,5,915
7D05,120,1,23323,0,645,23323,D,5,2018,7,WRITE-IN,120,120,765
7D06,105,1,23323,0,512,23323,D,6,2018,7,WRITE-IN,105,105,617
7D07,593,1,23323,0,167,23323,D,7,2018,7,Artilie Wright,572,21,760
70,691,2,23323,0,60,23323,E,1,2018,7,Veda Rasheed,478,14,751
700,725,1,23323,0,103,23323,E,2,2018,7,Linda S. Green,663,62,828
7000,360,1,23323,1,67,23323,E,3,2018,7,Ebbon A. Allen,340,20,428
70000,665,2,23323,2,58,23323,E,4,2018,7,"Takiyah ""T.N."" Tate",452,20,725
700000,405,1,23323,0,100,23323,E,5,2018,7,Victor L. Horton,355,50,505
7000000,494,1,23323,0,108,23323,E,6,2018,7,Delia Houseal,445,49,602
70000000,552,2,23323,2,63,23323,E,7,2018,7,Yolanda Fields,454,51,617
7F01,642,1,23323,0,129,23323,F,1,2018,7,Tyrell M. Holcomb,615,27,771
7F02,694,1,23323,0,181,23323,F,2,2018,7,Terrance Hunter,655,39,875
7F03,378,1,23323,0,75,23323,F,3,2018,7,Sheila Marie Carson Carr,360,18,453
7F04,206,2,23323,0,53,23323,F,4,2018,7,Charlene Exum,107,19,259
7F05,504,2,23323,0,44,23323,F,5,2018,7,Brittany N. Hughes,274,10,548
7F06,457,1,23323,0,105,23323,F,6,2018,7,Carol E. Fletcher,438,19,562
7F07,2,1,23323,0,24,23323,F,7,2018,7,WRITE-IN,2,2,26
8A01,722,2,18539,0,51,18538,A,1,2018,8,Holly Muhammad,526,8,773
8A02,683,1,18539,0,108,18538,A,2,2018,8,Barbara J. Clark,644,39,791
8A03,533,1,18539,1,125,18538,A,3,2018,8,Brian K Thompson,485,48,659
8A04,334,1,18539,0,66,18538,A,4,2018,8,Troy Donte Prestwood,285,49,400
8A05,176,1,18539,0,443,18538,A,5,2018,8,WRITE-IN,176,176,619
8A06,713,2,18539,1,51,18538,A,6,2018,8,Tyon Jones,341,33,765
8A07,603,1,18539,0,100,18538,A,7,2018,8,Hanna Baker,529,74,703
8B01,562,2,18539,0,62,18538,B,1,2018,8,Leonard Lee Watson JR.,375,10,624
8B02,319,1,18539,0,98,18538,B,2,2018,8,Paul Trantham,286,33,417
8B03,496,2,18539,0,75,18538,B,3,2018,8,Charles H. Wilson,312,48,571
8B04,364,1,18539,1,70,18538,B,4,2018,8,Darrell Danny Gaston,235,129,435
8B05,321,1,18539,0,57,18538,B,5,2018,8,Betty Scippio,251,70,378
8B06,373,1,18539,0,107,18538,B,6,2018,8,Humam Abdulmalik,340,33,480
8B07,96,1,18539,0,322,18538,B,7,2018,8,WRITE-IN,96,96,418
8C01,595,1,18539,0,117,18538,C,1,2018,8,Mike Austin,532,63,712
8C02,309,2,18539,0,33,18538,C,2,2018,8,Chyla D. Evans,163,29,342
8C03,155,1,18539,0,383,18538,C,3,2018,8,WRITE-IN,155,155,538
8C04,572,2,18539,0,43,18538,C,4,2018,8,Regina Sharlita Pixley,302,14,615
8C05,217,1,18539,0,65,18538,C,5,2018,8,Mustafa Abdul-Salaam,196,21,282
8C06,286,1,18539,0,61,18538,C,6,2018,8,Rhonda Edwards-Hines,242,44,347
8C07,550,2,18539,0,44,18538,C,7,2018,8,Salim Adofo,283,70,594
8D01,417,1,18539,0,79,18538,D,1,2018,8,"Patricia ""Pat"" Carmon",391,26,496
8D02,363,1,18539,0,62,18538,D,2,2018,8,Olivia L. Henderson,352,11,425
8D03,272,1,18539,0,84,18538,D,3,2018,8,"Absalom ""AB"" Jordan",256,16,356
8D04,253,1,18539,1,41,18538,D,4,2018,8,Monique T. Diop,240,13,295
8D05,337,1,18539,1,96,18538,D,5,2018,8,Ellen Armstead,319,18,434
8D06,552,1,18539,0,121,18538,D,6,2018,8,LaVerne R. Glenn,522,30,673
8D07,395,2,18539,0,35,18538,D,7,2018,8,"Constance ""Connie"" Mobley",288,18,430
80,556,3,18539,0,29,18538,E,1,2018,8,Joseph B. Johnson,217,34,585
800,523,3,18539,1,31,18538,E,2,2018,8,Cheryl Moore,229,11,555
8000,307,1,18539,0,57,18538,E,3,2018,8,Monica Watts,281,26,364
80000,635,2,18539,0,44,18538,E,4,2018,8,Kendall Simmons,326,26,679
800000,566,1,18539,0,126,18538,E,5,2018,8,Christopher L. Hawthorne,525,41,692
8000000,395,1,18539,0,99,18538,E,6,2018,8,Karlene (K.) Armstead,378,17,494
80000000,495,1,18539,0,102,18538,E,7,2018,8,Stephen A Slaughter,455,40,597
