contest_name,smd_anc_votes,explicit_candidates,ward_ballots,over_votes,under_votes,ward_anc_votes,anc,smd,year,ward,winner,winner_votes,write_in_votes,smd_ballots
8D01,720,1,32521,NA,NA,19039,D,1,2012,8,PATRICIA PAT CARMON,696,24,NA
8D02,735,1,32521,NA,NA,19039,D,2,2012,8,OLIVIA L. HENDERSON,716,19,NA
8D03,570,1,32521,NA,NA,19039,D,3,2012,8,"ABSALOM ""AB"" JORDAN",555,15,NA
8D04,483,1,32521,NA,NA,19039,D,4,2012,8,M. JAY LEE,475,8,NA
8D05,71,0,32521,NA,NA,19039,D,5,2012,8,WRITE-IN,71,71,NA
8D06,840,1,32521,NA,NA,19039,D,6,2012,8,THEA DYSON,818,22,NA
8D07,463,1,32521,NA,NA,19039,D,7,2012,8,THERESA H. JONES,451,12,NA
80,88,0,32521,NA,NA,19039,E,1,2012,8,WRITE-IN,88,88,NA
800,705,1,32521,NA,NA,19039,E,2,2012,8,ANTHONY MUHAMMAD,686,19,NA
8000,35,0,32521,NA,NA,19039,E,3,2012,8,WRITE-IN,35,35,NA
80000,117,0,32521,NA,NA,19039,E,4,2012,8,WRITE-IN,117,117,NA
800000,64,0,32521,NA,NA,19039,E,5,2012,8,WRITE-IN,64,64,NA
8000000,624,1,32521,NA,NA,19039,E,6,2012,8,KARLENE (K.) ARMSTEAD,604,20,NA
80000000,850,1,32521,NA,NA,19039,E,7,2012,8,SANDRA (SV) WILLIAMS,817,33,NA
1A01,239,2,22616,0,94,22616,A,1,2014,1,MARVIN L. JOHNSON,168,5,333
1A02,422,1,22616,0,194,22616,A,2,2014,1,JOSUE SALMERON,399,23,616
1A03,51,1,22616,0,362,22616,A,3,2014,1,WRITE-IN,51,51,413
1A04,386,2,22616,0,190,22616,A,4,2014,1,MATTHEW GOLDSCHMIDT,254,8,576
1A05,82,1,22616,0,313,22616,A,5,2014,1,WRITE-IN,82,82,395
1A06,423,1,22616,0,131,22616,A,6,2014,1,PATRICK W. FLYNN,406,17,554
1A07,457,1,22616,1,189,22616,A,7,2014,1,DARWAIN FROST,426,31,647
1A08,601,1,22616,0,193,22616,A,8,2014,1,KENT BOESE,586,15,794
1A09,363,2,22616,0,80,22616,A,9,2014,1,BOBBY HOLMES,209,6,443
1A10,505,1,22616,0,99,22616,A,10,2014,1,RASHIDA BROWN,481,24,604
1A11,333,1,22616,0,159,22616,A,11,2014,1,DOTTI LOVE WADE,307,26,492
1A12,308,2,22616,0,151,22616,A,12,2014,1,MARGARET HUNDLEY,186,5,459
1B01,544,1,22616,0,152,22616,B,1,2014,1,BRIAN FOOTER,520,24,696
1B02,598,2,22616,0,274,22616,B,2,2014,1,ELLEN NEDROW SULLIVAN,384,25,872
1B03,425,2,22616,0,143,22616,B,3,2014,1,SEDRICK MUHAMMAD,221,6,568
1B04,538,1,22616,0,226,22616,B,4,2014,1,KEVIN CAIN,511,27,764
1B05,422,1,22616,0,196,22616,B,5,2014,1,NICOLAS FERREYROS,404,18,618
1B06,419,2,22616,0,163,22616,B,6,2014,1,DYANA NM FORESTER,204,12,582
1B07,247,2,22616,0,56,22616,B,7,2014,1,JESSICA LAURA SMITH,141,4,303
1B08,374,1,22616,0,203,22616,B,8,2014,1,MARK RANSLEM,350,24,577
1B09,442,1,22616,0,138,22616,B,9,2014,1,JAMES A. TURNER,412,30,580
1B10,115,2,22616,0,33,22616,B,10,2014,1,ALLYSON N. CARPENTER,79,3,148
1B11,225,1,22616,0,88,22616,B,11,2014,1,ROBB HUDSON,209,16,313
1B12,657,2,22616,0,158,22616,B,12,2014,1,JOHN C. GREEN,393,7,815
1C01,554,1,22616,0,258,22616,C,1,2014,1,SAMANTHA P. HICKS,533,21,812
1C02,609,1,22616,0,258,22616,C,2,2014,1,HECTOR HUEZO,595,14,867
1C03,549,1,22616,0,242,22616,C,3,2014,1,TED GUTHRIE,526,23,791
1C04,608,1,22616,0,185,22616,C,4,2014,1,GABRIELA MOSSI,594,14,793
1C05,422,1,22616,0,224,22616,C,5,2014,1,ALAN GAMBRELL,397,25,646
1C06,457,1,22616,0,209,22616,C,6,2014,1,WILLIAM (BILLY) SIMPSON,437,20,666
1C07,476,1,22616,0,156,22616,C,7,2014,1,WILSON REYNOLDS,444,32,632
1C08,154,1,22616,0,547,22616,C,8,2014,1,WRITE-IN,154,154,701
1D01,601,1,22616,0,238,22616,D,1,2014,1,FRANKO FRANK O. AGBRO,555,46,839
1D02,279,1,22616,0,124,22616,D,2,2014,1,ADAM HOEY,259,20,403
1D03,729,1,22616,0,173,22616,D,3,2014,1,JACK McKAY,675,54,902
1D04,381,1,22616,0,167,22616,D,4,2014,1,ROSA RIVAS,353,28,548
1D05,586,2,22616,0,268,22616,D,5,2014,1,ARTURO GRIFFITHS,291,25,854
2A01,90,1,17588,0,16,17586,A,1,2014,2,PATRICK KENNEDY,83,7,106
2A02,332,1,17588,0,115,17586,A,2,2014,2,REBECCA CODER,321,11,447
2A03,89,1,17588,0,285,17586,A,3,2014,2,WRITE-IN,89,89,374
2A04,455,2,17588,0,64,17586,A,4,2014,2,WILLIAM K. SMITH,257,2,519
2A05,138,2,17588,0,52,17586,A,5,2014,2,PHILIP J. SCHREFER,87,4,190
2A06,191,1,17588,0,94,17586,A,6,2014,2,FLORENCE E. HARMON,185,6,285
2A07,104,1,17588,0,24,17586,A,7,2014,2,JACKSON CARNES,95,9,128
2A08,27,1,17588,0,59,17586,A,8,2014,2,WRITE-IN,27,27,86
2B01,462,1,17588,0,173,17586,B,1,2014,2,MIKE FELDSTEIN,431,31,635
2B02,302,2,17588,0,112,17586,B,2,2014,2,DANIEL WARWICK,182,5,414
2B03,424,1,17588,0,175,17586,B,3,2014,2,STEPHANIE MALTZ,403,21,599
2B04,543,1,17588,0,259,17586,B,4,2014,2,MICHAEL UPRIGHT,515,28,802
2B05,464,2,17588,0,149,17586,B,5,2014,2,ABIGAIL C. NICHOLS,233,2,613
2B06,399,1,17588,0,149,17586,B,6,2014,2,MIKE SILVERSTEIN,387,12,548
2B07,486,1,17588,1,201,17586,B,7,2014,2,JUSTINE UNDERHILL,462,24,688
2B08,514,2,17588,0,215,17586,B,8,2014,2,NICOLE MANN,297,10,729
2B09,652,2,17588,1,118,17586,B,9,2014,2,NOAH SMITH,429,6,771
2C01,290,1,17588,0,138,17586,C,1,2014,2,JOHN TINPE,276,14,428
2C02,278,1,17588,0,111,17586,C,2,2014,2,HAROLD A. CLOSTER,251,27,389
2C03,351,2,17588,0,119,17586,C,3,2014,2,JEFFREY HIGGINS,249,3,470
2D01,361,1,17588,0,131,17586,D,1,2014,2,DAVID R. BENDER,320,41,492
2D02,207,1,17588,0,280,17586,D,2,2014,2,WRITE-IN,207,207,487
20,347,1,17588,0,93,17586,E,1,2014,2,ED SOLOMON,329,18,440
200,361,1,17588,0,106,17586,E,2,2014,2,RON LEWIS,339,22,467
2000,295,1,17588,0,122,17586,E,3,2014,2,JEFFREY L. JONES,273,22,417
20000,8,1,17588,0,14,17586,E,4,2014,2,WRITE-IN,8,8,22
200000,182,1,17588,0,71,17586,E,5,2014,2,BILL STARRELS,167,15,253
2000000,461,1,17588,0,138,17586,E,6,2014,2,TOM BIRCH,440,21,599
20000000,467,2,17588,1,121,17586,E,7,2014,2,MONICA L. ROACHE,303,8,589
200000000,20,1,17588,0,32,17586,E,8,2014,2,WRITE-IN,20,20,52
2F01,504,1,17588,0,208,17586,F,1,2014,2,KATHERINE GORDON,487,17,712
2F02,455,1,17588,0,207,17586,F,2,2014,2,KARIN BERRY,444,11,662
2F03,101,1,17588,0,583,17586,F,3,2014,2,WRITE-IN,101,101,684
2F04,488,1,17588,0,187,17586,F,4,2014,2,JOHN FANNING,473,15,675
2F05,312,1,17588,2,139,17586,F,5,2014,2,JIM LAMARE,295,17,453
2F06,511,2,17588,0,80,17586,F,6,2014,2,CHARLIE BENGEL,305,2,591
2F07,79,1,17588,0,322,17586,F,7,2014,2,WRITE-IN,79,79,401
2F08,275,1,17588,0,94,17586,F,8,2014,2,KEVIN DEELEY,256,19,369
3B01,495,2,26053,0,94,26050,B,1,2014,3,ANN LANE MLADINOV,279,7,589
3B02,355,1,26053,0,107,26050,B,2,2014,3,JACKIE BLUMENTHAL,337,18,462
3B03,435,1,26053,0,132,26050,B,3,2014,3,ABIGAIL ZENNER,408,27,567
3B04,639,1,26053,0,333,26050,B,4,2014,3,MARY C. YOUNG,621,18,972
3B05,470,2,26053,0,104,26050,B,5,2014,3,BRIAN TURMAIL,299,10,574
3C01,476,1,26053,1,186,26050,C,1,2014,3,LEE BRIAN REBA,445,31,663
3C02,469,1,26053,0,187,26050,C,2,2014,3,GWENDOLYN BOLE,454,15,656
3C03,567,1,26053,0,214,26050,C,3,2014,3,DAVID S. VALDEZ,556,11,781
3C04,130,1,26053,0,427,26050,C,4,2014,3,WRITE-IN,130,130,557
3C05,679,1,26053,0,274,26050,C,5,2014,3,MARGARET A. SIEGEL,649,30,953
3C06,468,1,26053,0,135,26050,C,6,2014,3,CARL ROLLER,457,11,603
3C07,452,1,26053,0,169,26050,C,7,2014,3,VICTOR SILVEIRA,429,23,621
3C08,522,1,26053,1,185,26050,C,8,2014,3,CATHERINE MAY,511,11,708
3C09,584,1,26053,0,181,26050,C,9,2014,3,NANCY J. MacWOOD,540,44,765
3D01,696,2,26053,0,81,26050,D,1,2014,3,WILLIAM SPENCE SPENCER,355,13,777
3D02,283,1,26053,0,93,26050,D,2,2014,3,"THOMAS ""TOM"" SMITH",272,11,376
3D03,508,1,26053,0,171,26050,D,3,2014,3,NAN S. WELLS,494,14,679
3D04,568,1,26053,0,142,26050,D,4,2014,3,STU ROSS,548,20,710
3D05,533,3,26053,0,149,26050,D,5,2014,3,ALMA H. GATES,342,16,682
3D06,352,1,26053,0,131,26050,D,6,2014,3,STEPHEN GARDNER,327,25,483
3D07,11,1,26053,0,28,26050,D,7,2014,3,WRITE-IN,11,11,39
3D08,374,1,26053,0,149,26050,D,8,2014,3,MIKE N. GOLD,351,23,523
3D09,392,1,26053,0,210,26050,D,9,2014,3,CONRAD J. DeWITTE JR,378,14,602
3D10,123,1,26053,0,49,26050,D,10,2014,3,SILVIA LUCERO,115,8,172
30,637,2,26053,1,283,26050,E,1,2014,3,ANNE WALLACE,397,31,921
300,619,1,26053,0,216,26050,E,2,2014,3,AMY B. HALL,596,23,835
3000,573,1,26053,0,203,26050,E,3,2014,3,JONATHAN BENDER,537,36,776
30000,688,2,26053,0,146,26050,E,4,2014,3,TOM QUINN,415,7,834
300000,520,3,26053,1,134,26050,E,5,2014,3,JONATHAN McHUGH,313,11,655
3F01,506,1,26053,0,253,26050,F,1,2014,3,ADAM SCOTT TOPE,493,13,759
3F02,557,2,26053,1,197,26050,F,2,2014,3,KAREN PERRY,317,14,755
3F03,563,1,26053,0,204,26050,F,3,2014,3,MARY BETH RAY,531,32,767
3F04,365,1,26053,0,133,26050,F,4,2014,3,SALLY W. GRESHAM,353,12,498
3F05,79,1,26053,0,613,26050,F,5,2014,3,WRITE-IN,79,79,692
3F06,555,1,26053,0,248,26050,F,6,2014,3,MALACHY NUGENT,534,21,803
3F07,179,1,26053,0,498,26050,F,7,2014,3,WRITE-IN,179,179,677
3G01,848,2,NA,0,113,NA,G,1,2014,3,"CAROLYN ""CALLIE"" COOK",533,6,961
3G02,615,1,NA,0,309,NA,G,2,2014,3,CHANDA TUCK GARFIELD,573,42,924
3G03,667,1,NA,0,315,NA,G,3,2014,3,RANDY SPECK,638,29,982
3G04,720,1,NA,0,240,NA,G,4,2014,3,REBECCA MAYDAK,684,36,960
3G05,677,1,26053,0,221,26050,G,5,2014,3,PETER SHAPIRO,649,28,898
3G06,503,2,26053,1,243,26050,G,6,2014,3,DAN BRADFIELD,288,3,747
3G07,579,1,26053,0,220,26050,G,7,2014,3,CHRIS FROMBOLUTI,558,21,799
4A01,805,2,26540,0,162,26538,A,1,2014,4,ACQUNETTA ANDERSON,419,19,967
4A02,915,1,26540,0,153,26538,A,2,2014,4,DWAYNE M. TOLIVER,884,31,1068
4A03,459,1,26540,0,120,26538,A,3,2014,4,"STEPHEN A. ""STEVE"" WHATLEY",446,13,579
4A04,535,1,26540,0,144,26538,A,4,2014,4,PATIENCE R. SINGLETON,522,13,679
4A05,249,1,26540,0,88,26538,A,5,2014,4,KIMBERLY A. WORTHY,247,2,337
4A06,246,1,26540,0,81,26538,A,6,2014,4,KARRYE Y. BRAXTON,237,9,327
4A07,474,1,26540,0,153,26538,A,7,2014,4,DAVE WILSON,452,22,627
4A08,815,1,26540,0,213,26538,A,8,2014,4,GALE BLACK,779,36,1028
4B01,676,2,26540,1,189,26538,B,1,2014,4,ANDRE R. CARLEY,493,25,866
4B02,615,2,26540,0,136,26538,B,2,2014,4,FRANK JONES III,373,12,751
4B03,629,1,26540,0,163,26538,B,3,2014,4,FRED GRANT,607,22,792
4B04,657,1,26540,0,139,26538,B,4,2014,4,BRENDA PARKS,633,24,796
4B05,468,2,26540,0,63,26538,B,5,2014,4,BRENDA SPEAKS,344,6,531
4B06,665,1,26540,0,163,26538,B,6,2014,4,RONALD (RON) AUSTIN,624,41,828
4B07,786,1,26540,0,207,26538,B,7,2014,4,JUDI JONES,740,46,993
4B08,657,1,26540,0,173,26538,B,8,2014,4,CAMILLE A. STEWART,630,27,830
4B09,723,2,26540,0,86,26538,B,9,2014,4,DOUGLASS SLOAN,369,9,809
4C01,449,1,26540,0,137,26538,C,1,2014,4,T. A. UQDAH,436,13,586
4C02,650,1,26540,0,204,26538,C,2,2014,4,JOSEPH MALONEY,619,31,854
4C03,499,1,26540,0,146,26538,C,3,2014,4,JEFF STANDISH,477,22,645
4C04,312,3,26540,1,65,26538,C,4,2014,4,RICKEY WILLIAMS JR,128,1,378
4C05,301,1,26540,0,154,26538,C,5,2014,4,ZACH TEUTSCH,285,16,455
4C06,507,1,26540,0,181,26538,C,6,2014,4,VANN-DI M. GALLOWAY,479,28,688
4C07,547,2,26540,0,176,26538,C,7,2014,4,JOHN-PAUL C. HAYWORTH,279,18,723
4C08,634,2,26540,0,122,26538,C,8,2014,4,TIMOTHY A. JONES,345,14,756
4C09,519,2,26540,0,118,26538,C,9,2014,4,JOSEPH MARTIN,375,17,637
4C10,610,2,26540,0,113,26538,C,10,2014,4,KATHLEEN M. CROWLEY,313,22,723
4D01,305,2,26540,1,125,26538,D,1,2014,4,NANCY E. ROTH,170,19,431
4D02,551,1,26540,0,94,26538,D,2,2014,4,RENEE L. BOWSER,538,13,645
4D03,585,1,26540,0,171,26538,D,3,2014,4,LISA COLBERT,552,33,756
4D04,502,2,26540,2,90,26538,D,4,2014,4,DAVID SHEON,254,5,594
4D05,396,2,26540,0,105,26538,D,5,2014,4,KRYSTAL BRANTON,303,9,501
4D06,519,1,26540,1,131,26538,D,6,2014,4,BILL QUIRK,484,35,651
5A01,730,1,22986,0,132,22984,A,1,2014,5,FRANK WILDS,719,11,862
5A02,658,1,22986,1,149,22984,A,2,2014,5,GRACE J. LEWIS,639,19,808
5A03,693,1,22986,0,173,22984,A,3,2014,5,ADRIAN T. JORDAN,659,34,866
5A04,2,1,22986,0,26,22984,A,4,2014,5,WRITE-IN,2,2,28
5A05,233,1,22986,0,68,22984,A,5,2014,5,RONNIE EDWARDS,226,7,301
5A06,429,1,22986,0,127,22984,A,6,2014,5,JASMINE N. WHITE,410,19,556
5A07,262,1,22986,0,85,22984,A,7,2014,5,SANDI WASHINGTON,255,7,347
5A08,617,1,22986,0,130,22984,A,8,2014,5,ANGEL SHERRI ALSTON,589,28,747
5B01,844,2,22986,0,108,22984,B,1,2014,5,GAYLE HALL-CARLEY,499,12,952
5B02,693,1,22986,0,218,22984,B,2,2014,5,URSULA HIGGINS,618,75,911
5B03,716,1,22986,0,179,22984,B,3,2014,5,MICHAEL IAN MORRISON,679,37,895
5B04,637,2,22986,0,98,22984,B,4,2014,5,JOSE (JOE) L. BARRIOS JR,420,11,735
5B05,265,1,22986,0,544,22984,B,5,2014,5,WRITE-IN,265,265,809
5C01,594,2,22986,0,122,22984,C,1,2014,5,GAIL BREVARD,433,17,716
5C02,458,1,22986,0,135,22984,C,2,2014,5,WALTER DELEON,423,35,593
5C03,775,2,22986,0,70,22984,C,3,2014,5,ROBERT LOOPER III,436,2,845
5C04,514,2,22986,0,161,22984,C,4,2014,5,JACQUELINE MANNING,344,16,675
5C05,464,2,22986,1,64,22984,C,5,2014,5,REGINA JAMES,336,14,529
5C06,402,2,22986,0,56,22984,C,6,2014,5,MONIQUE C. SMITH,242,12,458
5C07,596,1,22986,0,150,22984,C,7,2014,5,NOLAN TREADWAY,569,27,746
5D01,147,1,22986,0,65,22984,D,1,2014,5,PETA-GAY S. LEWIS,137,10,212
5D02,398,3,22986,1,68,22984,D,2,2014,5,KEISHA L. SHROPSHIRE,169,8,467
5D03,382,2,22986,2,101,22984,D,3,2014,5,ADAM ROBERTS,192,18,485
5D04,183,1,22986,1,68,22984,D,4,2014,5,BERNICE S. BLACKNELL,173,10,252
5D05,288,2,22986,1,57,22984,D,5,2014,5,KATHY HENDERSON,165,6,346
5D06,520,3,22986,0,147,22984,D,6,2014,5,H. YVONNE BUGGS,206,15,667
5D07,103,1,22986,0,409,22984,D,7,2014,5,WRITE-IN,103,103,512
50,453,2,22986,0,98,22984,E,1,2014,5,"DEBORAH ""DEBBIE SMITH"" STEINER",233,16,551
500,225,1,22986,0,78,22984,E,2,2014,5,"CHRISTY ""LOVE"" DAVIS",213,12,303
5000,635,3,22986,0,192,22984,E,3,2014,5,RENEE T. LEWIS,293,26,827
50000,642,2,22986,0,77,22984,E,4,2014,5,SYLVIA M. PINKNEY,348,5,719
500000,583,3,22986,0,142,22984,E,5,2014,5,BRADLEY ASHTON THOMAS,327,12,725
5000000,498,1,22986,0,146,22984,E,6,2014,5,TERI JANINE TJ QUINN,472,26,644
50000000,657,2,22986,1,189,22984,E,7,2014,5,BERTHA HOLLIDAY,323,12,847
500000000,594,1,22986,1,135,22984,E,8,2014,5,AUSTIN L. PEARL,574,20,730
5000000000,534,2,22986,2,68,22984,E,9,2014,5,C. DIANNE BARNES,278,9,604
50000000000,640,2,22986,2,72,22984,E,10,2014,5,SALLY HOBAUGH,314,28,714
6A01,655,3,29787,1,162,29783,A,1,2014,6,J. OMAR MAHMUD,255,11,818
6A02,637,1,29787,0,235,29783,A,2,2014,6,PHIL TOOMAJIAN,607,30,872
6A03,278,1,29787,0,660,29783,A,3,2014,6,WRITE-IN,278,278,938
6A04,852,2,29787,1,55,29783,A,4,2014,6,MATT LEVY,538,2,908
6A05,735,2,29787,0,241,29783,A,5,2014,6,PATRICK M. MALONE,467,30,976
6A06,665,2,29787,0,147,29783,A,6,2014,6,STEPHANIE ZIMNY,367,18,812
6A07,375,1,29787,1,92,29783,A,7,2014,6,SONDRA PHILLIPS-GILBERT,358,17,468
6A08,588,1,29787,0,153,29783,A,8,2014,6,CALVIN WARD,534,54,741
6B01,519,1,29787,0,217,29783,B,1,2014,6,JENNIFER E. SAMOLYK,498,21,736
6B02,807,2,29787,0,144,29783,B,2,2014,6,K. DIANE HOSKINS,457,7,951
6B03,610,3,29787,1,260,29783,B,3,2014,6,JAMES M. LOOTS,242,17,871
6B04,590,1,29787,1,148,29783,B,4,2014,6,KIRSTEN OLDENBURG,549,41,739
6B05,850,3,29787,0,119,29783,B,5,2014,6,STEVE HAGEDORN,439,13,969
6B06,664,2,29787,1,241,29783,B,6,2014,6,NICK BURGER,379,15,906
6B07,370,1,29787,0,131,29783,B,7,2014,6,DANIEL CHAO,355,15,501
6B08,701,1,29787,0,278,29783,B,8,2014,6,CHANDER JAYARAMAN,667,34,979
6B09,755,1,29787,0,121,29783,B,9,2014,6,BRIAN FLAHAVEN,737,18,876
6B10,664,2,29787,0,143,29783,B,10,2014,6,KATHRYN DENISE RUCKER KREPP,382,7,807
6C01,502,1,29787,0,214,29783,C,1,2014,6,DANIELE MEGAN SCHIFFMAN,472,30,716
6C02,315,1,29787,1,152,29783,C,2,2014,6,KAREN J. WIRT,306,9,468
6C03,709,1,29787,0,242,29783,C,3,2014,6,SCOTT PRICE,680,29,951
6C04,535,1,29787,0,193,29783,C,4,2014,6,MARK ECKENWILER,506,29,728
6C05,646,2,29787,1,190,29783,C,5,2014,6,CHRIS MILLER,349,16,837
6C06,973,1,29787,1,222,29783,C,6,2014,6,TONY T. GOODMAN,942,31,1196
6D01,692,1,29787,0,216,29783,D,1,2014,6,MARJORIE LIGHTMAN,664,28,908
6D02,605,1,29787,2,188,29783,D,2,2014,6,STACY BRAVERMAN CLOYD,582,23,795
6D03,478,1,29787,0,151,29783,D,3,2014,6,RACHEL REILLY CARROLL,465,13,629
6D04,689,1,NA,0,161,NA,D,4,2014,6,ANDY LITSKY,662,27,850
6D05,677,1,29787,0,180,29783,D,5,2014,6,ROGER MOFFATT,649,28,857
6D06,505,1,29787,0,138,29783,D,6,2014,6,RHONDA NATALIE HAMILTON,486,19,643
6D07,820,3,29787,0,119,29783,D,7,2014,6,MEREDITH FASCETT,553,4,939
60,602,2,29787,0,133,29783,E,1,2014,6,"ALEXANDER M. ""ALEX"" PADRO",372,7,735
600,684,3,29787,1,127,29783,E,2,2014,6,KEVIN CHAPPLE,326,6,812
6000,481,2,29787,1,61,29783,E,3,2014,6,FRANK S. WIGGINS,338,11,543
60000,786,2,29787,0,102,29783,E,4,2014,6,RACHELLE P. NIGRO,507,12,888
600000,457,1,29787,1,169,29783,E,5,2014,6,MARGE MACEDA,435,22,627
6000000,249,2,29787,1,61,29783,E,6,2014,6,ANTONIO D. BARNES,183,5,311
60000000,331,2,29787,1,150,29783,E,7,2014,6,ALFREDA S. JUDD,185,14,482
7B01,362,1,18198,0,163,18193,B,1,2014,7,PATRICIA HOWARD-CHITTAMS,348,14,525
7B02,503,1,18198,0,129,18193,B,2,2014,7,TIFFANY L. BROWN,478,25,632
7B03,402,1,18198,0,112,18193,B,3,2014,7,GARY E. BUTLER,380,22,514
7B04,883,1,18198,0,151,18193,B,4,2014,7,PHILLIP J. HAMMOND,836,47,1034
7B05,543,1,18198,0,93,18193,B,5,2014,7,ROBIN HAMMOND MARLIN,436,107,636
7B06,707,2,18198,0,133,18193,B,6,2014,7,DONOVAN ANDERSON,343,23,840
7B07,767,2,18198,0,150,18193,B,7,2014,7,MARCUS TURNER,476,28,917
7C01,300,2,18198,0,103,18193,C,1,2014,7,PATRICIA MALLOY,200,10,403
7C02,345,1,18198,0,133,18193,C,2,2014,7,GREGORI STEWART,323,22,478
7C03,444,2,18198,0,60,18193,C,3,2014,7,CATHERINE A. WOODS,300,5,504
7C04,342,1,18198,0,134,18193,C,4,2014,7,WALTER J. GARCIA II,319,23,476
7C05,403,2,18198,0,70,18193,C,5,2014,7,MARY L. GAFFNEY,252,6,473
7C06,352,1,18198,0,76,18193,C,6,2014,7,JENNIFER K. COSBY,337,15,428
7C07,422,2,18198,0,58,18193,C,7,2014,7,ANTAWAN HOLMES,259,16,480
7D01,508,1,18198,0,123,18193,D,1,2014,7,BOB COOMBER,481,27,631
7D02,257,1,18198,0,421,18193,D,2,2014,7,WRITE-IN,257,257,678
7D03,146,2,18198,0,65,18193,D,3,2014,7,DOROTHY DOUGLAS,85,8,211
7D04,684,2,18198,0,77,18193,D,4,2014,7,CLAUDE B. McKAY,362,4,761
7D05,419,1,18198,0,107,18193,D,5,2014,7,JANIS D. HAZEL,403,16,526
7D06,380,1,18198,1,134,18193,D,6,2014,7,SHERICE A. MUHAMMAD,374,6,515
7D07,314,1,18198,0,87,18193,D,7,2014,7,JUSTIN A. LINI,289,25,401
70,508,1,18198,0,130,18193,E,1,2014,7,GEORGE B. BROWNE JR,467,41,638
700,536,1,18198,0,133,18193,E,2,2014,7,LINDA S. GREEN,484,52,669
7000,253,1,18198,0,135,18193,E,3,2014,7,ROSA A. HAMLETT,234,19,388
70000,415,2,18198,0,74,18193,E,4,2014,7,MYRON SMITH,205,6,489
700000,325,3,18198,0,58,18193,E,5,2014,7,ROCHELLE AC BENT,135,14,383
7000000,362,2,18198,0,82,18193,E,6,2014,7,MAXINE NIGHTINGALE,242,21,444
70000000,375,1,18198,0,91,18193,E,7,2014,7,LINDA HOLMES,333,42,466
7F01,417,3,18198,0,98,18193,F,1,2014,7,EDWARD RHODES,143,4,515
7F02,504,1,18198,0,135,18193,F,2,2014,7,EBONI-ROSE THOMPSON,470,34,639
7F03,284,1,18198,0,82,18193,F,3,2014,7,SHEILA M. CARSON CARR,273,11,366
7F04,179,2,18198,0,38,18193,F,4,2014,7,"YOLANDA ""YO YO"" ARMSTRONG",106,5,217
7F05,320,2,18198,0,45,18193,F,5,2014,7,KAREN SETTLES,221,5,365
7F06,51,1,18198,0,466,18193,F,6,2014,7,WRITE-IN,51,51,517
7F07,3,1,18198,0,31,18193,F,7,2014,7,WRITE-IN,3,3,34
8A01,555,2,13609,0,78,13608,A,1,2014,8,HOLLY MUHAMMAD,325,9,633
8A02,510,1,13609,0,139,13608,A,2,2014,8,BARBARA J. CLARK,479,31,649
8A03,437,1,13609,0,105,13608,A,3,2014,8,CYNTHIA W. SIMMS,412,25,542
8A04,184,1,13609,0,65,13608,A,4,2014,8,TROY DONTE PRESTWOOD,127,57,249
8A05,347,2,13609,0,100,13608,A,5,2014,8,CHARLES E. WILSON,217,19,447
8A06,454,2,13609,0,92,13608,A,6,2014,8,TINA L. FLETCHER,224,11,546
8A07,364,1,13609,0,84,13608,A,7,2014,8,NATALIE WILLIAMS,340,24,448
8B01,381,1,13609,0,100,13608,B,1,2014,8,KHADIJAH WATSON,345,36,481
8B02,250,2,13609,0,72,13608,B,2,2014,8,PAUL TRANTHAM,127,22,322
8B03,341,1,13609,0,131,13608,B,3,2014,8,KEVIN VAUGHAN,303,38,472
8B04,182,1,13609,0,47,13608,B,4,2014,8,ANTHONY LORENZO GREEN,172,10,229
8B05,287,1,13609,0,87,13608,B,5,2014,8,BETTY SCIPPIO,268,19,374
8B06,55,1,13609,0,248,13608,B,6,2014,8,WRITE-IN,55,55,303
8B07,52,1,13609,0,192,13608,B,7,2014,8,WRITE-IN,52,52,244
8C01,248,1,13609,0,77,13608,C,1,2014,8,JEFFREY McCOY,228,20,325
8C02,254,1,13609,0,85,13608,C,2,2014,8,(TERRY) TERESA STITH,240,14,339
8C03,347,1,13609,0,160,13608,C,3,2014,8,MARY J. CUTHBERT,318,29,507
8C04,375,2,13609,0,114,13608,C,4,2014,8,MARKUS BATCHELOR,204,7,489
8C05,173,2,13609,0,50,13608,C,5,2014,8,BRENDA E. SHIELDS,96,12,223
8C06,227,2,13609,0,71,13608,C,6,2014,8,RHONDA L. EDWARDS-HINES,145,7,298
8C07,333,1,13609,0,88,13608,C,7,2014,8,CHARLES L. LINDSAY,295,38,421
8D01,300,1,13609,0,102,13608,D,1,2014,8,PATRICIA PAT CARMON,265,35,402
8D02,235,1,13609,0,72,13608,D,2,2014,8,OLIVIA L. HENDERSON,224,11,307
8D03,180,1,13609,0,76,13608,D,3,2014,8,"ABSALOM ""AB"" JORDAN",168,12,256
8D04,103,1,13609,0,52,13608,D,4,2014,8,MONIQUE T. DIOP,95,8,155
8D05,218,1,13609,0,55,13608,D,5,2014,8,THOMAS RUFFIN JR,208,10,273
8D06,62,1,13609,0,445,13608,D,6,2014,8,WRITE-IN,62,62,507
8D07,265,1,13609,1,97,13608,D,7,2014,8,THERESA H. JONES,254,11,363
80,325,2,13609,0,123,13608,E,1,2014,8,MARVIN S. LEE,163,11,448
800,333,2,13609,0,66,13608,E,2,2014,8,ANTHONY MUHAMMAD,172,20,399
8000,167,2,13609,0,40,13608,E,3,2014,8,ANTHONY (JAMAAL) DAILEY,110,8,207
