ward,year,anc,num_candidates,votes,vote_norm,engagement,prop_uncontested,prop_empty
7,2016,E,1.71428571428571,567.857142857143,0.608472292606018,0.868307564868364,0.428571428571429,0
7,2016,F,1.57142857142857,510.714285714286,0.589901350429689,0.711218881505617,0.714285714285714,0
7,2018,B,1.57142857142857,429.571428571429,0.509357729453826,0.78415608521893,0.428571428571429,0
7,2018,C,1.42857142857143,392.857142857143,0.609673906840176,0.770654955093852,0.571428571428571,0
7,2018,D,1.71428571428571,361.571428571429,0.502945605885221,0.675315075889731,0.571428571428571,0
7,2018,E,1.42857142857143,455.285714285714,0.719005936475401,0.867329001196879,0.571428571428571,0
7,2018,F,1.28571428571429,350.142857142857,0.587192672233096,0.723632847058818,0.714285714285714,0
8,2012,A,1.57142857142857,690.428571428571,NA,NA,0.571428571428571,0
8,2012,B,1,492.571428571429,NA,NA,0.714285714285714,0.142857142857143
8,2012,C,1,296.857142857143,NA,NA,0.285714285714286,0.428571428571429
8,2012,D,0.857142857142857,540.285714285714,NA,NA,0.857142857142857,0.142857142857143
8,2012,E,0.428571428571429,344.428571428571,NA,NA,0.428571428571429,0.571428571428571
8,2014,A,1.42857142857143,303.428571428571,0.596616861208575,0.804016952474915,0.571428571428571,0
8,2014,B,1.14285714285714,188.857142857143,0.516559565251936,0.606818192161689,0.857142857142857,0
8,2014,C,1.42857142857143,218,0.581668993736333,0.756018909013001,0.571428571428571,0
8,2014,D,1,182.285714285714,0.605988021138563,0.647176059091177,1,0
8,2014,E,1.57142857142857,182.714285714286,0.465726302156991,0.699212174255119,0.428571428571429,0
8,2016,A,1.57142857142857,609.571428571429,0.604322477383778,0.749369316403082,0.714285714285714,0
8,2016,B,1.71428571428571,469.428571428571,0.619784296836149,0.839981957270827,0.428571428571429,0
8,2016,C,2,383.285714285714,0.522454267953352,0.873549900536674,0.142857142857143,0
8,2016,D,1,408,0.586136041404631,0.602325903462527,1,0
8,2016,E,1.14285714285714,661.142857142857,0.731817390613566,0.816130397353389,0.857142857142857,0
8,2018,A,1.28571428571429,426.571428571429,0.632237017205304,0.787913809493313,0.714285714285714,0
8,2018,B,1.28571428571429,270.714285714286,0.5679245884206,0.746716698193605,0.714285714285714,0
8,2018,C,1.42857142857143,267.571428571429,0.553118996520059,0.78242932629802,0.571428571428571,0
8,2018,D,1.14285714285714,338.285714285714,0.761374882205431,0.833117983823457,0.857142857142857,0
8,2018,E,1.71428571428571,344.428571428571,0.617377912274598,0.874005007637311,0.571428571428571,0
