,ELECTION_DATE,SMD,CANDIDATE,VOTES,WARD
505,2012-11-06,6D04,WRITE-IN,35,6
506,2012-11-06,6D05,GRACE E. DAUGHTRIDGE,363,6
507,2012-11-06,6D05,ROGER MOFFATT,545,6
508,2012-11-06,6D05,WRITE-IN,10,6
509,2012-11-06,6D06,RHONDA N. HAMILTON,807,6
510,2012-11-06,6D06,WRITE-IN,32,6
511,2012-11-06,6D07,DAVID GARBER,808,6
512,2012-11-06,6D07,WRITE-IN,46,6
513,2012-11-06,6E01,"ALEXANDER M. ""ALEX"" PADRO",525,6
514,2012-11-06,6E01,MARY A. SUTHERLAND,268,6
515,2012-11-06,6E01,WRITE-IN,10,6
516,2012-11-06,6E02,EUGENE SIMMS,148,6
517,2012-11-06,6E02,KEVIN L CHAPPLE,330,6
518,2012-11-06,6E02,"LEROY JOSEPH THORPE, JR.",310,6
519,2012-11-06,6E02,MARTIN MOULTON,156,6
520,2012-11-06,6E02,WRITE-IN,7,6
521,2012-11-06,6E03,FRANK S. WIGGINS,461,6
522,2012-11-06,6E03,KENNITH JAMES,281,6
523,2012-11-06,6E03,WRITE-IN,16,6
524,2012-11-06,6E04,CLYDE H. BROWN,427,6
525,2012-11-06,6E04,RACHELLE P. NIGRO,681,6
526,2012-11-06,6E04,WRITE-IN,26,6
527,2012-11-06,6E05,MARGE MACEDA,370,6
528,2012-11-06,6E05,MATTHEW KOZEY,348,6
529,2012-11-06,6E05,WRITE-IN,10,6
530,2012-11-06,6E06,MARK DIXON,546,6
531,2012-11-06,6E06,WRITE-IN,14,6
532,2012-11-06,6E07,ALFREDA S. JUDD,287,6
533,2012-11-06,6E07,CONNELL WISE,252,6
534,2012-11-06,6E07,WRITE-IN,11,6
535,2012-11-06,7B01,PATRICIA HOWARD-CHITTAMS,780,7
536,2012-11-06,7B01,WRITE-IN,21,7
537,2012-11-06,7B02,WRITE-IN,16,7
538,2012-11-06,7B02,ZINA D. WILLIAMS,882,7
539,2012-11-06,7B03,WRITE-IN,109,7
540,2012-11-06,7B04,PHILLIP J. HAMMOND,1172,7
541,2012-11-06,7B04,WRITE-IN,32,7
542,2012-11-06,7B05,ROBIN HAMMOND MARLIN,820,7
543,2012-11-06,7B05,WRITE-IN,17,7
544,2012-11-06,7B06,ROBERT A. JORDAN,1027,7
545,2012-11-06,7B06,WRITE-IN,31,7
546,2012-11-06,7B07,ROBERT T. (BOB) RICHARDS,1055,7
547,2012-11-06,7B07,WRITE-IN,25,7
548,2012-11-06,7C01,PATRICIA A. MALLOY,628,7
549,2012-11-06,7C01,WRITE-IN,11,7
550,2012-11-06,7C02,GREGORI STEWART,722,7
551,2012-11-06,7C02,WRITE-IN,11,7
552,2012-11-06,7C03,CATHERINE A. WOODS,800,7
553,2012-11-06,7C03,WRITE-IN,16,7
554,2012-11-06,7C04,"WALTER J. GARCIA, II",790,7
555,2012-11-06,7C04,WRITE-IN,17,7
556,2012-11-06,7C05,MARY L. GAFFNEY,752,7
557,2012-11-06,7C05,WRITE-IN,26,7
558,2012-11-06,7C06,SHERRIE LAWSON,724,7
559,2012-11-06,7C06,WRITE-IN,11,7
560,2012-11-06,7C07,ANTAWAN HOLMES,445,7
561,2012-11-06,7C07,DIDIER SINISTERRA,173,7
562,2012-11-06,7C07,"KONE, KEITH L",88,7
563,2012-11-06,7C07,MURIEL CHAMBERS WEATHINGTON,151,7
564,2012-11-06,7C07,WRITE-IN,5,7
565,2012-11-06,7D01,LISA WHITE,672,7
566,2012-11-06,7D01,VERONICA RAGLIN,310,7
567,2012-11-06,7D01,WRITE-IN,4,7
568,2012-11-06,7D02,WRITE-IN,97,7
569,2012-11-06,7D03,DONNA R. MUHAMMAD,619,7
570,2012-11-06,7D03,WRITE-IN,12,7
571,2012-11-06,7D04,JO-ANNE PRUE,1054,7
572,2012-11-06,7D04,WRITE-IN,25,7
573,2012-11-06,7D05,JAMILA K. YORE,266,7
574,2012-11-06,7D05,JANIS D. HAZEL,337,7
575,2012-11-06,7D05,LIZ PECOT,196,7
576,2012-11-06,7D05,WRITE-IN,20,7
577,2012-11-06,7D06,ERICKA S. BLACK,649,7
578,2012-11-06,7D06,SHERICE A. MUHAMMAD,234,7
579,2012-11-06,7D06,WRITE-IN,5,7
580,2012-11-06,7D07,WILLIE WOODS JR.,772,7
581,2012-11-06,7D07,WRITE-IN,11,7
582,2012-11-06,7E01,GEORGE B. BROWNE JR,916,7
583,2012-11-06,7E01,WRITE-IN,43,7
584,2012-11-06,7E02,LINDA S. GREEN,562,7
585,2012-11-06,7E02,VANESSA BROOKS,449,7
586,2012-11-06,7E02,WRITE-IN,15,7
587,2012-11-06,7E03,ROSA A. HAMLETT,464,7
588,2012-11-06,7E03,WRITE-IN,22,7
589,2012-11-06,7E03,WYNA RUSSELL,186,7
590,2012-11-06,7E04,MARY D. JACKSON,481,7
591,2012-11-06,7E04,MYRON SMITH,277,7
592,2012-11-06,7E04,WRITE-IN,15,7
593,2012-11-06,7E05,JEAN M. MCVEA,571,7
594,2012-11-06,7E05,WRITE-IN,25,7
595,2012-11-06,7E06,WRITE-IN,137,7
596,2012-11-06,7E07,JARNI PINA,324,7
597,2012-11-06,7E07,WENDELL FELDER,476,7
598,2012-11-06,7E07,WRITE-IN,25,7
599,2012-11-06,7F01,EVIE L. WASHINGTON,789,7
600,2012-11-06,7F01,WRITE-IN,18,7
601,2012-11-06,7F02,EBONI-ROSE THOMPSON,962,7
602,2012-11-06,7F02,WRITE-IN,31,7
603,2012-11-06,7F03,SHEILA M CARSON CARR,641,7
604,2012-11-06,7F03,WRITE-IN,16,7
605,2012-11-06,7F04,CHARLENE EXUM,601,7
606,2012-11-06,7F04,WRITE-IN,11,7
607,2012-11-06,7F05,KAREN SETTLES,448,7
608,2012-11-06,7F05,PAULETTA HOLLOWAY-ESSIAM,199,7
609,2012-11-06,7F05,WRITE-IN,3,7
610,2012-11-06,7F06,WRITE-IN,64,7
611,2012-11-06,7F07,WRITE-IN,6,7
612,2012-11-06,8A01,HOLLY MUHAMMAD,935,8
613,2012-11-06,8A01,WRITE-IN,36,8
614,2012-11-06,8A02,BARBARA J. CLARK,799,8
615,2012-11-06,8A02,RANDI K. POWELL,200,8
616,2012-11-06,8A02,WRITE-IN,47,8
617,2012-11-06,8A03,L. YVONNE (L.Y.) MOORE,834,8
618,2012-11-06,8A03,WRITE-IN,52,8
619,2012-11-06,8A04,MOSES SMITH,479,8
620,2012-11-06,8A04,WRITE-IN,39,8
621,2012-11-06,8A05,CHARLES E. WILSON,539,8
622,2012-11-06,8A05,JEREMY J. PHILLIPS,297,8
623,2012-11-06,8A05,WRITE-IN,11,8
624,2012-11-06,8A06,GRETA J. FULLER,352,8
625,2012-11-06,8A06,KENDALL J. GRAHAM,441,8
626,2012-11-06,8A06,STEPHEN COOKE,201,8
627,2012-11-06,8A06,WRITE-IN,19,8
628,2012-11-06,8A07,NATALIE WILLIAMS,806,8
629,2012-11-06,8A07,WRITE-IN,28,8
630,2012-11-06,8B01,KHADIJAH WATSON,741,8
631,2012-11-06,8B01,WRITE-IN,8,8
632,2012-11-06,8B02,WRITE-IN,71,8
633,2012-11-06,8B03,CHARLES H. WILSON,783,8
634,2012-11-06,8B03,WRITE-IN,36,8
635,2012-11-06,8B04,ANTHONY LORENZO,492,8
636,2012-11-06,8B04,JB SHOATZ,209,8
637,2012-11-06,8B04,WRITE-IN,12,8
638,2012-11-06,8B05,BETTY SCIPPIO,465,8
639,2012-11-06,8B05,WRITE-IN,15,8
640,2012-11-06,8B06,MITCHELL G. HAWKINS III,490,8
641,2012-11-06,8B06,WRITE-IN,15,8
642,2012-11-06,8B07,LOUISE THORNE,406,8
643,2012-11-06,8B07,WRITE-IN,22,8
644,2012-11-06,8C01,WRITE-IN,61,8
645,2012-11-06,8C02,ALICIA FREMLING,282,8
646,2012-11-06,8C02,DION JORDAN,206,8
647,2012-11-06,8C02,GRADY EDWARDS III,199,8
648,2012-11-06,8C02,WRITE-IN,12,8
649,2012-11-06,8C03,CHARLES BOSTON,263,8
650,2012-11-06,8C03,MARY J. CUTHBERT,535,8
651,2012-11-06,8C03,WRITE-IN,7,8
652,2012-11-06,8C04,WRITE-IN,77,8
653,2012-11-06,8C05,LLOYD T. LOGAN,351,8
654,2012-11-06,8C05,WRITE-IN,10,8
655,2012-11-06,8C06,WRITE-IN,68,8
656,2012-11-06,8C07,PHO PALMER,704,8
657,2012-11-06,8C07,WRITE-IN,19,8
658,2012-11-06,8D01,PATRICIA PAT CARMON,696,8
659,2012-11-06,8D01,WRITE-IN,24,8
660,2012-11-06,8D02,OLIVIA L. HENDERSON,716,8
661,2012-11-06,8D02,WRITE-IN,19,8
662,2012-11-06,8D03,"ABSALOM ""AB"" JORDAN",555,8
663,2012-11-06,8D03,WRITE-IN,15,8
664,2012-11-06,8D04,M. JAY LEE,475,8
665,2012-11-06,8D04,WRITE-IN,8,8
666,2012-11-06,8D05,WRITE-IN,71,8
667,2012-11-06,8D06,THEA DYSON,818,8
668,2012-11-06,8D06,WRITE-IN,22,8
669,2012-11-06,8D07,THERESA H. JONES,451,8
670,2012-11-06,8D07,WRITE-IN,12,8
671,2012-11-06,8E01,WRITE-IN,88,8
672,2012-11-06,8E02,ANTHONY MUHAMMAD,686,8
673,2012-11-06,8E02,WRITE-IN,19,8
674,2012-11-06,8E03,WRITE-IN,35,8
675,2012-11-06,8E04,WRITE-IN,117,8
676,2012-11-06,8E05,WRITE-IN,64,8
677,2012-11-06,8E06,KARLENE (K.) ARMSTEAD,604,8
678,2012-11-06,8E06,WRITE-IN,20,8
679,2012-11-06,8E07,SANDRA (SV) WILLIAMS,817,8
680,2012-11-06,8E07,WRITE-IN,33,8
681,2014-11-04,1A01,LESTER CUFFIE,132,1
682,2014-11-04,1A01,MARVIN L. JOHNSON,336,1
683,2014-11-04,1A01,OVER VOTES,0,1
684,2014-11-04,1A01,UNDER VOTES,188,1
685,2014-11-04,1A01,WRITE-IN,10,1
686,2014-11-04,1A02,JOSUE SALMERON,798,1
687,2014-11-04,1A02,OVER VOTES,0,1
688,2014-11-04,1A02,UNDER VOTES,388,1
689,2014-11-04,1A02,WRITE-IN,46,1
690,2014-11-04,1A03,NO CANDIDATE FILED,0,1
691,2014-11-04,1A03,OVER VOTES,0,1
692,2014-11-04,1A03,UNDER VOTES,724,1
693,2014-11-04,1A03,WRITE-IN,102,1
694,2014-11-04,1A04,LAKEW ALEMU,248,1
695,2014-11-04,1A04,MATTHEW GOLDSCHMIDT,508,1
696,2014-11-04,1A04,OVER VOTES,0,1
697,2014-11-04,1A04,UNDER VOTES,380,1
698,2014-11-04,1A04,WRITE-IN,16,1
699,2014-11-04,1A05,NO CANDIDATE FILED,0,1
700,2014-11-04,1A05,OVER VOTES,0,1
701,2014-11-04,1A05,UNDER VOTES,626,1
702,2014-11-04,1A05,WRITE-IN,164,1
703,2014-11-04,1A06,OVER VOTES,0,1
704,2014-11-04,1A06,PATRICK W. FLYNN,812,1
705,2014-11-04,1A06,UNDER VOTES,262,1
706,2014-11-04,1A06,WRITE-IN,34,1
707,2014-11-04,1A07,DARWAIN FROST,852,1
708,2014-11-04,1A07,OVER VOTES,2,1
709,2014-11-04,1A07,UNDER VOTES,378,1
710,2014-11-04,1A07,WRITE-IN,62,1
711,2014-11-04,1A08,KENT BOESE,1172,1
712,2014-11-04,1A08,OVER VOTES,0,1
713,2014-11-04,1A08,UNDER VOTES,386,1
714,2014-11-04,1A08,WRITE-IN,30,1
715,2014-11-04,1A09,BOBBY HOLMES,418,1
716,2014-11-04,1A09,KEITH DOKHO,296,1
717,2014-11-04,1A09,OVER VOTES,0,1
718,2014-11-04,1A09,UNDER VOTES,160,1
719,2014-11-04,1A09,WRITE-IN,12,1
720,2014-11-04,1A10,OVER VOTES,0,1
721,2014-11-04,1A10,RASHIDA BROWN,962,1
722,2014-11-04,1A10,UNDER VOTES,198,1
723,2014-11-04,1A10,WRITE-IN,48,1
724,2014-11-04,1A11,DOTTI LOVE WADE,614,1
725,2014-11-04,1A11,OVER VOTES,0,1
726,2014-11-04,1A11,UNDER VOTES,318,1
727,2014-11-04,1A11,WRITE-IN,52,1
728,2014-11-04,1A12,COLLEEN COSTELLO,234,1
729,2014-11-04,1A12,MARGARET HUNDLEY,372,1
730,2014-11-04,1A12,OVER VOTES,0,1
731,2014-11-04,1A12,UNDER VOTES,302,1
732,2014-11-04,1A12,WRITE-IN,10,1
733,2014-11-04,1B01,BRIAN FOOTER,1040,1
734,2014-11-04,1B01,OVER VOTES,0,1
735,2014-11-04,1B01,UNDER VOTES,304,1
736,2014-11-04,1B01,WRITE-IN,48,1
737,2014-11-04,1B02,ELLEN NEDROW SULLIVAN,768,1
738,2014-11-04,1B02,JENNIE NEVIN,378,1
739,2014-11-04,1B02,OVER VOTES,0,1
740,2014-11-04,1B02,UNDER VOTES,548,1
741,2014-11-04,1B02,WRITE-IN,50,1
742,2014-11-04,1B03,OVER VOTES,0,1
743,2014-11-04,1B03,PATRICK NELSON,396,1
744,2014-11-04,1B03,SEDRICK MUHAMMAD,442,1
745,2014-11-04,1B03,UNDER VOTES,286,1
746,2014-11-04,1B03,WRITE-IN,12,1
747,2014-11-04,1B04,KEVIN CAIN,1022,1
748,2014-11-04,1B04,OVER VOTES,0,1
749,2014-11-04,1B04,UNDER VOTES,452,1
750,2014-11-04,1B04,WRITE-IN,54,1
751,2014-11-04,1B05,NICOLAS FERREYROS,808,1
752,2014-11-04,1B05,OVER VOTES,0,1
753,2014-11-04,1B05,UNDER VOTES,392,1
754,2014-11-04,1B05,WRITE-IN,36,1
755,2014-11-04,1B06,DAVID GILLILAND,406,1
756,2014-11-04,1B06,DYANA NM FORESTER,408,1
757,2014-11-04,1B06,OVER VOTES,0,1
758,2014-11-04,1B06,UNDER VOTES,326,1
759,2014-11-04,1B06,WRITE-IN,24,1
760,2014-11-04,1B07,JESSICA LAURA SMITH,282,1
761,2014-11-04,1B07,JUAN E. LOPEZ,204,1
762,2014-11-04,1B07,OVER VOTES,0,1
763,2014-11-04,1B07,UNDER VOTES,112,1
764,2014-11-04,1B07,WRITE-IN,8,1
765,2014-11-04,1B08,MARK RANSLEM,700,1
766,2014-11-04,1B08,OVER VOTES,0,1
767,2014-11-04,1B08,UNDER VOTES,406,1
768,2014-11-04,1B08,WRITE-IN,48,1
769,2014-11-04,1B09,JAMES A. TURNER,824,1
770,2014-11-04,1B09,OVER VOTES,0,1
771,2014-11-04,1B09,UNDER VOTES,276,1
772,2014-11-04,1B09,WRITE-IN,60,1
773,2014-11-04,1B10,ALLYSON N. CARPENTER,158,1
774,2014-11-04,1B10,OVER VOTES,0,1
775,2014-11-04,1B10,PAUL GLICKSMAN,66,1
776,2014-11-04,1B10,UNDER VOTES,66,1
777,2014-11-04,1B10,WRITE-IN,6,1
778,2014-11-04,1B11,OVER VOTES,0,1
779,2014-11-04,1B11,ROBB HUDSON,418,1
780,2014-11-04,1B11,UNDER VOTES,176,1
781,2014-11-04,1B11,WRITE-IN,32,1
782,2014-11-04,1B12,JOHN C. GREEN,786,1
783,2014-11-04,1B12,MATT ABBRUZZESE,514,1
784,2014-11-04,1B12,OVER VOTES,0,1
785,2014-11-04,1B12,UNDER VOTES,316,1
786,2014-11-04,1B12,WRITE-IN,14,1
787,2014-11-04,1C01,OVER VOTES,0,1
788,2014-11-04,1C01,SAMANTHA P. HICKS,1066,1
789,2014-11-04,1C01,UNDER VOTES,516,1
790,2014-11-04,1C01,WRITE-IN,42,1
791,2014-11-04,1C02,HECTOR HUEZO,1190,1
792,2014-11-04,1C02,OVER VOTES,0,1
793,2014-11-04,1C02,UNDER VOTES,516,1
794,2014-11-04,1C02,WRITE-IN,28,1
795,2014-11-04,1C03,OVER VOTES,0,1
796,2014-11-04,1C03,TED GUTHRIE,1052,1
797,2014-11-04,1C03,UNDER VOTES,484,1
798,2014-11-04,1C03,WRITE-IN,46,1
799,2014-11-04,1C04,GABRIELA MOSSI,1188,1
800,2014-11-04,1C04,OVER VOTES,0,1
801,2014-11-04,1C04,UNDER VOTES,370,1
802,2014-11-04,1C04,WRITE-IN,28,1
803,2014-11-04,1C05,ALAN GAMBRELL,794,1
804,2014-11-04,1C05,OVER VOTES,0,1
805,2014-11-04,1C05,UNDER VOTES,448,1
806,2014-11-04,1C05,WRITE-IN,50,1
807,2014-11-04,1C06,OVER VOTES,0,1
808,2014-11-04,1C06,UNDER VOTES,418,1
809,2014-11-04,1C06,WILLIAM (BILLY) SIMPSON,874,1
810,2014-11-04,1C06,WRITE-IN,40,1
811,2014-11-04,1C07,OVER VOTES,0,1
812,2014-11-04,1C07,UNDER VOTES,312,1
813,2014-11-04,1C07,WILSON REYNOLDS,888,1
814,2014-11-04,1C07,WRITE-IN,64,1
815,2014-11-04,1C08,NO CANDIDATE FILED,0,1
816,2014-11-04,1C08,OVER VOTES,0,1
817,2014-11-04,1C08,UNDER VOTES,1094,1
818,2014-11-04,1C08,WRITE-IN,308,1
819,2014-11-04,1D01,FRANKO FRANK O. AGBRO,1110,1
820,2014-11-04,1D01,OVER VOTES,0,1
821,2014-11-04,1D01,UNDER VOTES,476,1
822,2014-11-04,1D01,WRITE-IN,92,1
823,2014-11-04,1D02,ADAM HOEY,518,1
824,2014-11-04,1D02,OVER VOTES,0,1
825,2014-11-04,1D02,UNDER VOTES,248,1
826,2014-11-04,1D02,WRITE-IN,40,1
827,2014-11-04,1D03,JACK McKAY,1350,1
828,2014-11-04,1D03,OVER VOTES,0,1
829,2014-11-04,1D03,UNDER VOTES,346,1
830,2014-11-04,1D03,WRITE-IN,108,1
831,2014-11-04,1D04,OVER VOTES,0,1
832,2014-11-04,1D04,ROSA RIVAS,706,1
833,2014-11-04,1D04,UNDER VOTES,334,1
834,2014-11-04,1D04,WRITE-IN,56,1
835,2014-11-04,1D05,ARTURO GRIFFITHS,582,1
836,2014-11-04,1D05,ILANA HARRUS,540,1
837,2014-11-04,1D05,OVER VOTES,0,1
838,2014-11-04,1D05,UNDER VOTES,536,1
839,2014-11-04,1D05,WRITE-IN,50,1
840,2014-11-04,2A01,OVER VOTES,0,2
841,2014-11-04,2A01,PATRICK KENNEDY,166,2
842,2014-11-04,2A01,UNDER VOTES,32,2
843,2014-11-04,2A01,WRITE-IN,14,2
844,2014-11-04,2A02,OVER VOTES,0,2
845,2014-11-04,2A02,REBECCA CODER,642,2
846,2014-11-04,2A02,UNDER VOTES,230,2
847,2014-11-04,2A02,WRITE-IN,22,2
848,2014-11-04,2A03,NO CANDIDATE FILED,0,2
849,2014-11-04,2A03,OVER VOTES,0,2
850,2014-11-04,2A03,UNDER VOTES,570,2
851,2014-11-04,2A03,WRITE-IN,178,2
852,2014-11-04,2A04,OVER VOTES,0,2
853,2014-11-04,2A04,THOMAS B. MARTIN,392,2
854,2014-11-04,2A04,UNDER VOTES,128,2
855,2014-11-04,2A04,WILLIAM K. SMITH,514,2
856,2014-11-04,2A04,WRITE-IN,4,2
857,2014-11-04,2A05,GRAHAM MICHAEL GALKA,94,2
858,2014-11-04,2A05,OVER VOTES,0,2
859,2014-11-04,2A05,PHILIP J. SCHREFER,174,2
860,2014-11-04,2A05,UNDER VOTES,104,2
861,2014-11-04,2A05,WRITE-IN,8,2
862,2014-11-04,2A06,FLORENCE E. HARMON,370,2
863,2014-11-04,2A06,OVER VOTES,0,2
864,2014-11-04,2A06,UNDER VOTES,188,2
865,2014-11-04,2A06,WRITE-IN,12,2
866,2014-11-04,2A07,JACKSON CARNES,190,2
867,2014-11-04,2A07,OVER VOTES,0,2
868,2014-11-04,2A07,UNDER VOTES,48,2
869,2014-11-04,2A07,WRITE-IN,18,2
870,2014-11-04,2A08,NO CANDIDATE FILED,0,2
871,2014-11-04,2A08,OVER VOTES,0,2
872,2014-11-04,2A08,UNDER VOTES,118,2
873,2014-11-04,2A08,WRITE-IN,54,2
874,2014-11-04,2B01,MIKE FELDSTEIN,862,2
875,2014-11-04,2B01,OVER VOTES,0,2
876,2014-11-04,2B01,UNDER VOTES,346,2
877,2014-11-04,2B01,WRITE-IN,62,2
878,2014-11-04,2B02,DANIEL WARWICK,364,2
879,2014-11-04,2B02,JONATHAN PADGET,230,2
880,2014-11-04,2B02,OVER VOTES,0,2
881,2014-11-04,2B02,UNDER VOTES,224,2
882,2014-11-04,2B02,WRITE-IN,10,2
883,2014-11-04,2B03,OVER VOTES,0,2
884,2014-11-04,2B03,STEPHANIE MALTZ,806,2
885,2014-11-04,2B03,UNDER VOTES,350,2
886,2014-11-04,2B03,WRITE-IN,42,2
887,2014-11-04,2B04,MICHAEL UPRIGHT,1030,2
888,2014-11-04,2B04,OVER VOTES,0,2
889,2014-11-04,2B04,UNDER VOTES,518,2
890,2014-11-04,2B04,WRITE-IN,56,2
891,2014-11-04,2B05,ABIGAIL C. NICHOLS,466,2
892,2014-11-04,2B05,JONATHAN JAGODA,458,2
893,2014-11-04,2B05,OVER VOTES,0,2
894,2014-11-04,2B05,UNDER VOTES,298,2
895,2014-11-04,2B05,WRITE-IN,4,2
896,2014-11-04,2B06,MIKE SILVERSTEIN,774,2
897,2014-11-04,2B06,OVER VOTES,0,2
898,2014-11-04,2B06,UNDER VOTES,298,2
899,2014-11-04,2B06,WRITE-IN,24,2
900,2014-11-04,2B07,JUSTINE UNDERHILL,924,2
901,2014-11-04,2B07,OVER VOTES,2,2
902,2014-11-04,2B07,UNDER VOTES,402,2
903,2014-11-04,2B07,WRITE-IN,48,2
904,2014-11-04,2B08,NICOLE MANN,594,2
905,2014-11-04,2B08,OVER VOTES,0,2
906,2014-11-04,2B08,ROBERT SINNERS,414,2
907,2014-11-04,2B08,UNDER VOTES,430,2
908,2014-11-04,2B08,WRITE-IN,20,2
909,2014-11-04,2B09,ED HANLON,434,2
910,2014-11-04,2B09,NOAH SMITH,858,2
911,2014-11-04,2B09,OVER VOTES,2,2
912,2014-11-04,2B09,UNDER VOTES,236,2
913,2014-11-04,2B09,WRITE-IN,12,2
914,2014-11-04,2C01,JOHN TINPE,552,2
915,2014-11-04,2C01,OVER VOTES,0,2
916,2014-11-04,2C01,UNDER VOTES,276,2
917,2014-11-04,2C01,WRITE-IN,28,2
918,2014-11-04,2C02,HAROLD A. CLOSTER,502,2
919,2014-11-04,2C02,OVER VOTES,0,2
920,2014-11-04,2C02,UNDER VOTES,222,2
921,2014-11-04,2C02,WRITE-IN,54,2
922,2014-11-04,2C03,JEFFREY HIGGINS,498,2
923,2014-11-04,2C03,KEVIN WILSEY,198,2
924,2014-11-04,2C03,OVER VOTES,0,2
925,2014-11-04,2C03,UNDER VOTES,238,2
926,2014-11-04,2C03,WRITE-IN,6,2
927,2014-11-04,2D01,DAVID R. BENDER,640,2
928,2014-11-04,2D01,OVER VOTES,0,2
929,2014-11-04,2D01,UNDER VOTES,262,2
930,2014-11-04,2D01,WRITE-IN,82,2
931,2014-11-04,2D02,NO CANDIDATE FILED,0,2
932,2014-11-04,2D02,OVER VOTES,0,2
933,2014-11-04,2D02,UNDER VOTES,560,2
934,2014-11-04,2D02,WRITE-IN,414,2
935,2014-11-04,2E01,ED SOLOMON,658,2
936,2014-11-04,2E01,OVER VOTES,0,2
937,2014-11-04,2E01,UNDER VOTES,186,2
938,2014-11-04,2E01,WRITE-IN,36,2
939,2014-11-04,2E02,OVER VOTES,0,2
940,2014-11-04,2E02,RON LEWIS,678,2
941,2014-11-04,2E02,UNDER VOTES,212,2
942,2014-11-04,2E02,WRITE-IN,44,2
943,2014-11-04,2E03,JEFFREY L. JONES,546,2
944,2014-11-04,2E03,OVER VOTES,0,2
945,2014-11-04,2E03,UNDER VOTES,244,2
946,2014-11-04,2E03,WRITE-IN,44,2
947,2014-11-04,2E04,NO CANDIDATE FILED,0,2
948,2014-11-04,2E04,OVER VOTES,0,2
949,2014-11-04,2E04,UNDER VOTES,28,2
950,2014-11-04,2E04,WRITE-IN,16,2
951,2014-11-04,2E05,BILL STARRELS,334,2
952,2014-11-04,2E05,OVER VOTES,0,2
953,2014-11-04,2E05,UNDER VOTES,142,2
954,2014-11-04,2E05,WRITE-IN,30,2
955,2014-11-04,2E06,OVER VOTES,0,2
956,2014-11-04,2E06,TOM BIRCH,880,2
957,2014-11-04,2E06,UNDER VOTES,276,2
958,2014-11-04,2E06,WRITE-IN,42,2
959,2014-11-04,2E07,ELEANOR (ELLIE) BUDIC,312,2
960,2014-11-04,2E07,MONICA L. ROACHE,606,2
961,2014-11-04,2E07,OVER VOTES,2,2
962,2014-11-04,2E07,UNDER VOTES,242,2
963,2014-11-04,2E07,WRITE-IN,16,2
964,2014-11-04,2E08,NO CANDIDATE FILED,0,2
965,2014-11-04,2E08,OVER VOTES,0,2
966,2014-11-04,2E08,UNDER VOTES,64,2
967,2014-11-04,2E08,WRITE-IN,40,2
968,2014-11-04,2F01,KATHERINE GORDON,974,2
969,2014-11-04,2F01,OVER VOTES,0,2
970,2014-11-04,2F01,UNDER VOTES,416,2
971,2014-11-04,2F01,WRITE-IN,34,2
972,2014-11-04,2F02,KARIN BERRY,888,2
973,2014-11-04,2F02,OVER VOTES,0,2
974,2014-11-04,2F02,UNDER VOTES,414,2
975,2014-11-04,2F02,WRITE-IN,22,2
976,2014-11-04,2F03,NO CANDIDATE FILED,0,2
977,2014-11-04,2F03,OVER VOTES,0,2
978,2014-11-04,2F03,UNDER VOTES,1166,2
979,2014-11-04,2F03,WRITE-IN,202,2
980,2014-11-04,2F04,JOHN FANNING,946,2
981,2014-11-04,2F04,OVER VOTES,0,2
982,2014-11-04,2F04,UNDER VOTES,374,2
983,2014-11-04,2F04,WRITE-IN,30,2
984,2014-11-04,2F05,JIM LAMARE,590,2
985,2014-11-04,2F05,OVER VOTES,4,2
986,2014-11-04,2F05,UNDER VOTES,278,2
987,2014-11-04,2F05,WRITE-IN,34,2
988,2014-11-04,2F06,CHARLIE BENGEL,610,2
989,2014-11-04,2F06,DANIELLE W. PIERCE,408,2
990,2014-11-04,2F06,OVER VOTES,0,2
991,2014-11-04,2F06,UNDER VOTES,160,2
992,2014-11-04,2F06,WRITE-IN,4,2
993,2014-11-04,2F07,NO CANDIDATE FILED,0,2
994,2014-11-04,2F07,OVER VOTES,0,2
995,2014-11-04,2F07,UNDER VOTES,644,2
996,2014-11-04,2F07,WRITE-IN,158,2
997,2014-11-04,2F08,KEVIN DEELEY,512,2
998,2014-11-04,2F08,OVER VOTES,0,2
999,2014-11-04,2F08,UNDER VOTES,188,2
1000,2014-11-04,2F08,WRITE-IN,38,2
1001,2014-11-04,3B01,ANN LANE MLADINOV,558,3
1002,2014-11-04,3B01,JOE FIORILLO,418,3
1003,2014-11-04,3B01,OVER VOTES,0,3
1004,2014-11-04,3B01,UNDER VOTES,188,3
1005,2014-11-04,3B01,WRITE-IN,14,3
1006,2014-11-04,3B02,JACKIE BLUMENTHAL,674,3
1007,2014-11-04,3B02,OVER VOTES,0,3
1008,2014-11-04,3B02,UNDER VOTES,214,3
1009,2014-11-04,3B02,WRITE-IN,36,3
1010,2014-11-04,3B03,ABIGAIL ZENNER,816,3
1011,2014-11-04,3B03,OVER VOTES,0,3
1012,2014-11-04,3B03,UNDER VOTES,264,3
1013,2014-11-04,3B03,WRITE-IN,54,3
1014,2014-11-04,3B04,MARY C. YOUNG,1242,3
1015,2014-11-04,3B04,OVER VOTES,0,3
1016,2014-11-04,3B04,UNDER VOTES,666,3
1017,2014-11-04,3B04,WRITE-IN,36,3
1018,2014-11-04,3B05,BRIAN TURMAIL,598,3
1019,2014-11-04,3B05,J. P. MONTALVAN,322,3
1020,2014-11-04,3B05,OVER VOTES,0,3
1021,2014-11-04,3B05,UNDER VOTES,208,3
1022,2014-11-04,3B05,WRITE-IN,20,3
