contest_name,year,ward,anc,smd,smd_ballots,smd_anc_votes,explicit_candidates,winner,winner_votes,write_in_votes,over_votes,under_votes
5C07,2018,5,C,07,877,778,2,Jeremiah Montague Jr,571,17,0,99
5D01,2018,5,D,01,578,519,2,Ryan Linehan,320,8,1,58
5D02,2018,5,D,02,719,623,1,Keisha L. Shropshire,593,30,1,95
5D03,2018,5,D,03,716,601,1,Steven Motley,558,43,0,115
5D04,2018,5,D,04,497,437,1,Bernice S Blacknell,424,13,0,60
5D05,2018,5,D,05,474,426,2,Sydelle Moore,299,11,0,48
5D06,2018,5,D,06,1040,867,2,Jason E. Burkett,423,36,0,173
5D07,2018,5,D,07,748,644,1,Clarence Lee,619,25,0,104
5E01,2018,5,E,01,841,310,1,WRITE-IN,310,310,0,531
5E02,2018,5,E,02,447,377,1,Patricia L. Williams,360,17,0,70
5E03,2018,5,E,03,1482,1243,2,Cortney Segmen,853,68,1,238
5E04,2018,5,E,04,1024,940,4,Sylvia M. Pinkney,496,9,1,83
5E05,2018,5,E,05,969,861,2,Bradley Ashton Thomas,427,11,0,108
5E06,2018,5,E,06,832,721,2,Karla M. Lewis,374,12,0,111
5E07,2018,5,E,07,999,831,1,Bertha G. Holliday,778,53,0,168
5E08,2018,5,E,08,928,739,1,Robert Vinson Brannum,686,53,0,189
5E09,2018,5,E,09,829,740,4,C. Dianne Barnes,360,13,1,88
5E10,2018,5,E,10,965,853,1,Nancy Darlene Jones,714,139,0,112
6A01,2018,6,A,01,1022,874,1,Marie-Claire Brown,838,36,1,147
6A02,2018,6,A,02,978,845,1,Phil Toomajian,801,44,0,133
6A03,2018,6,A,03,1115,974,2,Mike Soderman,536,20,0,141
6A04,2018,6,A,04,1130,985,1,Amber Gove,948,37,0,145
6A05,2018,6,A,05,1142,1007,2,Ruth Ann Hudson,548,13,0,135
6A06,2018,6,A,06,997,849,2,Stephanie Zimny,655,24,1,147
6A07,2018,6,A,07,750,659,1,Sondra Phillips-Gilbert,614,45,0,91
6A08,2018,6,A,08,1057,888,1,Brian Alcorn,848,40,1,168
6B01,2018,6,B,01,792,661,1,Jennifer E. Samolyk,625,36,0,131
6B02,2018,6,B,02,1082,837,1,Gerald Sroufe,804,33,0,245
6B03,2018,6,B,03,1073,908,1,Brian Ready,866,42,0,165
6B04,2018,6,B,04,824,718,1,Kirsten Oldenburg,682,36,0,106
6B05,2018,6,B,05,1026,872,2,Steve Holtzman,655,17,0,154
6B06,2018,6,B,06,1105,921,1,Corey Holman,891,30,0,184
6B07,2018,6,B,07,787,664,1,Kelly Waud,639,25,0,123
6B08,2018,6,B,08,1027,833,1,Chander Jayaraman,790,43,1,193
6B09,2018,6,B,09,1217,1054,1,Kasie Clark,1006,48,0,163
6B10,2018,6,B,10,1045,899,1,Kathryn Denise Rucker Krepp,857,42,0,146
6C01,2018,6,C,01,828,704,1,Christine Healey,679,25,0,124
6C02,2018,6,C,02,451,364,1,Karen Wirt,344,20,0,87
6C03,2018,6,C,03,1115,890,1,Jay Adelstein,847,43,0,225
6C04,2018,6,C,04,1174,960,1,Mark Eckenwiler,895,65,0,214
6C05,2018,6,C,05,1466,1153,2,Joel Kelty,574,43,0,313
6C06,2018,6,C,06,2384,1961,1,Robb Dooling,1868,93,0,423
6D01,2018,6,D,01,1352,1152,1,Gail Fast,1080,72,1,199
6D02,2018,6,D,02,1565,1369,2,Anna Forgie,1046,46,0,196
6D03,2018,6,D,03,781,639,1,Ron Collins,594,45,0,142
6D04,2018,6,D,04,1248,1071,1,Andy Litsky,1019,52,1,176
6D05,2018,6,D,05,1180,1016,2,Anthony Dale,553,26,1,163
6D06,2018,6,D,06,848,745,1,Rhonda Natalie Hamilton,705,40,0,103
6D07,2018,6,D,07,2108,1739,3,Edward Daniels,847,86,1,368
6E01,2018,6,E,01,1214,1047,2,Alexander M. "Alex" Padro,631,16,0,167
6E02,2018,6,E,02,1054,881,2,Michael J. Brown,423,45,2,171
6E03,2018,6,E,03,623,541,1,Frank Wiggins,504,37,2,80
6E04,2018,6,E,04,1089,857,1,David Jaffe,646,211,0,232
6E05,2018,6,E,05,1518,1327,1,Alex Marriott,1263,64,0,191
6E06,2018,6,E,06,237,196,1,Alvin Judd SR,184,12,0,41
6E07,2018,6,E,07,820,691,1,Kevin M. Rogers,624,67,1,128
7B01,2018,7,B,01,717,589,1,Patricia Howard-Chittams,554,35,0,128
7B02,2018,7,B,02,746,663,1,Tiffany L. Brown,638,25,0,83
7B03,2018,7,B,03,647,82,1,WRITE-IN,82,82,0,565
7B04,2018,7,B,04,1083,979,2,Nicole Smith-McDermott,524,34,1,103
7B05,2018,7,B,05,746,708,2,Villareal "VJ" Johnson,359,9,0,38
7B06,2018,7,B,06,952,865,2,April Pradier,326,220,1,86
7B07,2018,7,B,07,1041,927,2,D.L. Humphrey,524,36,1,113
7C01,2018,7,C,01,565,494,2,Patricia Malloy,297,18,0,71
7C02,2018,7,C,02,645,552,2,Lawrence Bryant Davin,330,21,0,93
7C03,2018,7,C,03,591,508,1,Catherine A. Woods,480,28,0,83
7C04,2018,7,C,04,766,669,1,Anthony Lorenzo Green,635,34,0,97
7C05,2018,7,C,05,684,580,1,Mary L. Gaffney,542,38,1,103
7C06,2018,7,C,06,580,93,1,WRITE-IN,93,93,0,487
7C07,2018,7,C,07,586,541,2,Antawan Holmes,373,7,0,45
7D01,2018,7,D,01,888,855,3,Tamara Blair,483,5,1,32
7D02,2018,7,D,02,722,562,1,Siraaj Hasan,533,29,0,160
7D03,2018,7,D,03,357,325,3,Dorothy Douglas,219,6,0,32
7D04,2018,7,D,04,915,886,2,Cinque E. Culver,499,5,2,27
7D05,2018,7,D,05,765,120,1,WRITE-IN,120,120,0,645
7D06,2018,7,D,06,617,105,1,WRITE-IN,105,105,0,512
7D07,2018,7,D,07,760,593,1,Artilie Wright,572,21,0,167
7E01,2018,7,E,01,751,691,2,Veda Rasheed,478,14,0,60
7E02,2018,7,E,02,828,725,1,Linda S. Green,663,62,0,103
7E03,2018,7,E,03,428,360,1,Ebbon A. Allen,340,20,1,67
7E04,2018,7,E,04,725,665,2,Takiyah "T.N." Tate,452,20,2,58
7E05,2018,7,E,05,505,405,1,Victor L. Horton,355,50,0,100
7E06,2018,7,E,06,602,494,1,Delia Houseal,445,49,0,108
7E07,2018,7,E,07,617,552,2,Yolanda Fields,454,51,2,63
7F01,2018,7,F,01,771,642,1,Tyrell M. Holcomb,615,27,0,129
7F02,2018,7,F,02,875,694,1,Terrance Hunter,655,39,0,181
7F03,2018,7,F,03,453,378,1,Sheila Marie Carson Carr,360,18,0,75
7F04,2018,7,F,04,259,206,2,Charlene Exum,107,19,0,53
7F05,2018,7,F,05,548,504,2,Brittany N. Hughes,274,10,0,44
7F06,2018,7,F,06,562,457,1,Carol E. Fletcher,438,19,0,105
7F07,2018,7,F,07,26,2,1,WRITE-IN,2,2,0,24
8A01,2018,8,A,01,773,722,2,Holly Muhammad,526,8,0,51
8A02,2018,8,A,02,791,683,1,Barbara J. Clark,644,39,0,108
8A03,2018,8,A,03,659,533,1,Brian K Thompson,485,48,1,125
8A04,2018,8,A,04,400,334,1,Troy Donte Prestwood,285,49,0,66
8A05,2018,8,A,05,619,176,1,WRITE-IN,176,176,0,443
8A06,2018,8,A,06,765,713,2,Tyon Jones,341,33,1,51
8A07,2018,8,A,07,703,603,1,Hanna Baker,529,74,0,100
8B01,2018,8,B,01,624,562,2,Leonard Lee Watson JR.,375,10,0,62
8B02,2018,8,B,02,417,319,1,Paul Trantham,286,33,0,98
8B03,2018,8,B,03,571,496,2,Charles H. Wilson,312,48,0,75
8B04,2018,8,B,04,435,364,1,Darrell Danny Gaston,235,129,1,70
8B05,2018,8,B,05,378,321,1,Betty Scippio,251,70,0,57
8B06,2018,8,B,06,480,373,1,Humam Abdulmalik,340,33,0,107
8B07,2018,8,B,07,418,96,1,WRITE-IN,96,96,0,322
8C01,2018,8,C,01,712,595,1,Mike Austin,532,63,0,117
8C02,2018,8,C,02,342,309,2,Chyla D. Evans,163,29,0,33
8C03,2018,8,C,03,538,155,1,WRITE-IN,155,155,0,383
8C04,2018,8,C,04,615,572,2,Regina Sharlita Pixley,302,14,0,43
8C05,2018,8,C,05,282,217,1,Mustafa Abdul-Salaam,196,21,0,65
8C06,2018,8,C,06,347,286,1,Rhonda Edwards-Hines,242,44,0,61
8C07,2018,8,C,07,594,550,2,Salim Adofo,283,70,0,44
8D01,2018,8,D,01,496,417,1,Patricia "Pat" Carmon,391,26,0,79
8D02,2018,8,D,02,425,363,1,Olivia L. Henderson,352,11,0,62
8D03,2018,8,D,03,356,272,1,Absalom "AB" Jordan,256,16,0,84
8D04,2018,8,D,04,295,253,1,Monique T. Diop,240,13,1,41
8D05,2018,8,D,05,434,337,1,Ellen Armstead,319,18,1,96
8D06,2018,8,D,06,673,552,1,LaVerne R. Glenn,522,30,0,121
8D07,2018,8,D,07,430,395,2,Constance "Connie" Mobley,288,18,0,35
8E01,2018,8,E,01,585,556,3,Joseph B. Johnson,217,34,0,29
8E02,2018,8,E,02,555,523,3,Cheryl Moore,229,11,1,31
8E03,2018,8,E,03,364,307,1,Monica Watts,281,26,0,57
8E04,2018,8,E,04,679,635,2,Kendall Simmons,326,26,0,44
8E05,2018,8,E,05,692,566,1,Christopher L. Hawthorne,525,41,0,126
8E06,2018,8,E,06,494,395,1,Karlene (K.) Armstead,378,17,0,99
8E07,2018,8,E,07,597,495,1,Stephen A Slaughter,455,40,0,102
